block_id,chapter,section,source_file,source_line,classification,status,notes
ascii-184,13,Change Management,chapters/13-maintenance-evolution.qmd,1452,KEEP_AS_TEXT,REVIEWED,Print-safe text labels replace unsupported status glyphs.
ascii-185,13,Structural Patterns for Maintainability,chapters/13-maintenance-evolution.qmd,1557,KEEP_AS_TEXT,REVIEWED,Print-safe text labels replace unsupported status glyphs.
ascii-186,13,Structural Patterns for Maintainability,chapters/13-maintenance-evolution.qmd,1599,KEEP_AS_TEXT,REVIEWED,Print-safe text labels replace unsupported status glyphs.
ascii-187,13,Testing for Maintainability,chapters/13-maintenance-evolution.qmd,1645,KEEP_AS_TEXT,REVIEWED,Print-safe text labels replace unsupported status glyphs.
ascii-188,14,Ethical Reasoning Frameworks,chapters/14-ethics-professionalism.qmd,48,KEEP_AS_TEXT,REVIEWED,Print-safe text labels replace unsupported status glyphs.
ascii-189,14,Open Source Licensing,chapters/14-ethics-professionalism.qmd,211,KEEP_AS_TEXT,REVIEWED,Print-safe text labels replace unsupported status glyphs.
ascii-190,14,License Compatibility and Compliance,chapters/14-ethics-professionalism.qmd,285,CONVERT_TO_TABLE,REVIEWED,Print-safe text labels replace unsupported status glyphs.
ascii-191,14,Roles and Responsibilities,chapters/14-ethics-professionalism.qmd,365,KEEP_AS_TEXT,REVIEWED,Print-safe text labels replace unsupported status glyphs.
ascii-192,15,Assessing Project State,chapters/15-final-project-integration.qmd,52,KEEP_AS_TEXT,REVIEWED,Print-safe text labels replace unsupported status glyphs.
ascii-193,15,Testing Strategy,chapters/15-final-project-integration.qmd,286,KEEP_AS_TEXT,REVIEWED,Print-safe text labels replace unsupported status glyphs.
ascii-194,15,README Excellence,chapters/15-final-project-integration.qmd,457,KEEP_AS_TEXT,REVIEWED,Print-safe text labels replace unsupported status glyphs.
ascii-195,15,Architecture Documentation,chapters/15-final-project-integration.qmd,604,KEEP_AS_TEXT,REVIEWED,Print-safe text labels replace unsupported status glyphs.
ascii-196,15,The Software Development Lifecycle Revisited,chapters/15-final-project-integration.qmd,794,KEEP_AS_TEXT,REVIEWED,Print-safe text labels replace unsupported status glyphs.
