chapter,source_line,section,claim,reason,status
4,48,Key Terminologies and Concepts,| **Health Check** | Regular testing of service availability and performance | Ping an API endpoint periodically to confirm it responds |,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
4,49,Key Terminologies and Concepts,| **Service Level Agreement (SLA)** | Formal commitment to specific performance and availability standards | A 99.9% uptime guarantee |,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
4,57,4.1 Understanding the AI API Landscape,"**Major commercial providers** each carve out a slightly different niche: some emphasize a mature ecosystem and broad general capability, others emphasize very large context windows and a strong safety focus, others lean into multimodal capability and integration with an existing cloud platform. Each trades off cost, availability, and specialization differently, and that specialization changes fast enough that memorizing today's pricing table is a poor use of your time.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
4,129,4.5 Performance Optimization and Monitoring,"**What to actually monitor** matters more than how you monitor it. At minimum: response time (ideally at the P50/P95/P99 level, not just an average, which hides the worst experiences), success rate, cost per request, cache hit ratio, and how each provider is performing relative to the others if you're running more than one.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
4,135,4.6 Security and Best Practices,"**Data protection** deserves particular attention with AI APIs specifically because the payload is often unstructured user text that's easy to send carelessly: sanitize and validate input before it reaches the model, watch for prompt injection (covered in depth in Chapter 3), and know what your provider does and doesn't retain, especially for regulated domains under GDPR, HIPAA, or similar frameworks, a topic Chapter 14 covers in full.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
4,179,Key Takeaways,"- Caching is one of the highest-leverage cost and latency optimizations available, and one of the easiest to apply incorrectly to time-sensitive data.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
4,194,Project Milestone: Integration Architecture Diagram,3. **Cost and rate-limit plan**: One paragraph on your expected usage pattern and which cost-optimization lever from section 4.4 you'd apply first.,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
4,196,Project Milestone: Integration Architecture Diagram,"*End of Chapter 4. Chapter 5 turns to giving your assistant the ability to act, not just answer, through tool use and agentic workflows.*","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,15,Introduction,"Both versions used the same underlying language model. The difference between them has nothing to do with how smart the model is and everything to do with what it's allowed to *do*. That difference, from answering questions to taking action in the world, is what this chapter is about, and it's arguably the single most consequential shift happening in applied generative AI right now. It's also the shift that raises this book's safety and control questions most sharply, not as an abstract concern for a later chapter, but as a design problem you'll need to solve for your own project this week.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,21,What You'll Learn,- Distinguish clearly between an AI assistant that answers and an AI agent that acts,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,23,What You'll Learn,- Compare the major agent architectural patterns and know when each fits,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,24,What You'll Learn,"- Recognize the safety and control challenges that are unique to, or dramatically amplified by, giving an AI system the ability to act","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,25,What You'll Learn,"- Design a bounded, human-appropriate set of capabilities for an agent in your own domain","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,31,Learning Outcomes,1. **Distinguish** between the oracle paradigm (AI that answers) and the agent paradigm (AI that acts),"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,33,Learning Outcomes,"3. **Compare** ReAct, plan-and-execute, and reflection-based agent architectures","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,34,Learning Outcomes,4. **Identify** the specific new risks that tool-using agents introduce beyond the risks already covered for plain generation,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,35,Learning Outcomes,"5. **Design** a capability boundary for an agent, specifying what it may do autonomously and what requires human approval","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,41,Key Terminologies and Concepts,"| **Agent** | An AI system that can take actions in the world, not just generate text, typically by calling tools or APIs | A scheduling agent that can actually move a calendar event, not just describe the conflict |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,43,Key Terminologies and Concepts,"| **Tool** | Any external capability an agent can invoke: an API, a database query, a code execution environment, a search function | A weather API, a company's internal order-lookup system, a calculator |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,44,Key Terminologies and Concepts,"| **ReAct (Reason + Act)** | An agent pattern that interleaves reasoning steps with tool calls, observing each result before deciding the next action | ""I need the current price → call `get_price()` → the price is $42 → now I can answer"" |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,45,Key Terminologies and Concepts,"| **Plan-and-Execute** | An agent pattern that produces a full plan upfront, then carries out each step, rather than deciding one step at a time | Outline all five steps needed to book a trip, then execute them in order |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,46,Key Terminologies and Concepts,| **Reflexion / Self-Correction** | A pattern where an agent evaluates its own prior attempt and revises its approach before trying again | An agent that reviews a failed code execution and adjusts its next attempt |,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,47,Key Terminologies and Concepts,"| **Orchestration** | The logic that manages an agent's loop of reasoning, acting, and observing until a task is complete or abandoned | The controller that decides whether to call another tool or return a final answer |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,48,Key Terminologies and Concepts,| **Human-in-the-Loop** | A design where a human must approve certain agent actions before they execute | Requiring explicit confirmation before an agent sends an email on your behalf |,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,49,Key Terminologies and Concepts,| **Sandboxing** | Restricting an agent's actions to an isolated environment where mistakes can't cause real-world harm | Letting an agent execute code in a container with no access to production systems |,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,50,Key Terminologies and Concepts,"| **Permission Scoping** | Limiting exactly which tools and data an agent can access, following the principle of least privilege | An agent that can read a calendar but not delete events |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,51,Key Terminologies and Concepts,"| **Multi-Agent System** | An architecture where multiple specialized agents collaborate, each handling part of a larger task | One agent researches, another drafts, a third fact-checks |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,52,Key Terminologies and Concepts,| **Goal Hijacking** | An attack where malicious input redirects an agent's actions away from its intended task | A webpage an agent is browsing contains hidden text instructing it to leak data |,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,53,Key Terminologies and Concepts,"| **Trajectory** | The full sequence of reasoning steps, tool calls, and observations an agent produces while completing a task | Reviewing an agent's trajectory to understand why it made a particular decision |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,61,5.1 From Question-Answering to Action,"The **agent paradigm** breaks that boundary. An agent doesn't just tell you what's true or what it thinks you should do, it does it, by calling tools, executing code, or interacting with external systems on your behalf. The scheduling assistant that opened this chapter is an agent the moment it actually reads your calendar and sends a message, not before.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,63,5.1 From Question-Answering to Action,"This distinction matters enormously for a reason that has nothing to do with technical sophistication: **the moment a system can act, the cost of a mistake changes category.** A hallucinated fact in a chat response is embarrassing and potentially misleading. A hallucinated *action*, an agent that ""hallucinates"" that it's supposed to cancel an order, delete a file, or send a message, is no longer just wrong information; it's a wrong event that already happened in the world. You'll see this idea again and again through this chapter: the reasoning, the recognizing tool-use, the architecture, is genuinely fascinating, but the design discipline this chapter asks of you is really about respecting that cost asymmetry.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,67,The Human-in-the-Loop Spectrum,"Not every agent needs to be, or should be, fully autonomous. A useful way to think about this is a spectrum, not a binary:","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,76,The Human-in-the-Loop Spectrum,"Where a given capability sits on this spectrum should never be an accident. It's a deliberate design decision, and it's the first thing you'll be asked to specify for your own project's agent.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,86,The Basic Loop,"Imagine you ask an agent, ""What's the weather in Nairobi right now?"" A plain language model, with no tool access, would have to guess or refuse, its training data has no way of knowing today's weather. A tool-using agent instead recognizes that this question calls for a function it has access to, and generates a structured call like:","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,94,The Basic Loop,"This is the entire mechanism behind tool use: the model describes what it wants; the application executes it; the result comes back into the conversation. Everything more sophisticated in this chapter, multi-step reasoning, planning, multi-agent coordination, is this same basic loop, repeated and orchestrated.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,110,ReAct: Reasoning and Acting Together,"**ReAct** interleaves explicit reasoning with tool calls, one step at a time. The model reasons about what it needs, takes one action, observes the result, then reasons again about what to do next, rather than trying to plan the whole task in advance. For a question like ""Is the flagship product cheaper on our site or a competitor's right now,"" a ReAct agent might reason: ""I need our current price,"" call a tool, observe the result, reason: ""Now I need the competitor's price,"" call another tool, observe that result, then finally reason its way to an answer.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,112,ReAct: Reasoning and Acting Together,"The appeal of ReAct is its adaptability: because each step only commits to the *next* action rather than the whole plan, it handles surprises gracefully, if the first tool call reveals something unexpected, the agent's next reasoning step can adapt.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,116,Plan-and-Execute: Strategy Before Tactics,"**Plan-and-execute** takes the opposite approach: produce a complete plan upfront, then carry it out. For a well-understood, multi-step task, ""book a flight, then a hotel, then send the itinerary,"" this can be more efficient and more predictable than deciding one step at a time, and it has a real safety advantage: a human reviewer can look at the whole plan *before* any action executes, rather than only ever seeing one step at a time.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,118,Plan-and-Execute: Strategy Before Tactics,"The trade-off is brittleness: if step two reveals that the original plan doesn't actually work (the flight the agent planned around is sold out), a purely plan-and-execute agent has to notice this and re-plan, which is exactly the adaptability ReAct handles more naturally.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,122,Reflexion: Learning From the Last Attempt,"**Reflexion**, and self-correction patterns more broadly, add a review step: after an attempt (a piece of generated code that failed to run, a plan that produced an unsatisfying result), the agent evaluates what went wrong and revises its approach before trying again. This is genuinely useful for tasks with a clear, checkable success signal (code that either runs or doesn't), and considerably less reliable for tasks where ""success"" is subjective and the agent's own self-assessment can't be fully trusted, a limitation worth remembering when you design your own project's evaluation approach in Chapter 10.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,124,Reflexion: Learning From the Last Attempt,"*Figure 5.2: Three agent architectures compared — ReAct's step-by-step loop, plan-and-execute's upfront plan, and Reflexion's revise-and-retry cycle*","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,126,Reflexion: Learning From the Last Attempt,"In practice, most production agent systems combine elements of these patterns rather than picking exactly one, and the ""best"" architecture is really a question of which failure mode (rigidity vs. unpredictability vs. over-trusting self-assessment) you're least willing to tolerate for your specific task.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,132,5.4 Designing Effective Tools,"A capable model with badly designed tools will still perform badly, which makes tool design one of the highest-leverage decisions in building any agent system.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,136,5.4 Designing Effective Tools,"**Make failure legible.** A tool that fails silently, returning an empty result indistinguishable from ""no results found,"" will produce confidently wrong agent behavior. A well-designed tool returns a clear, structured error the model can reason about (""rate limit exceeded, retry in 30 seconds"" is something a model can act on sensibly; a bare `None` is not).","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,144,5.5 Multi-Agent Systems,"Some tasks are more naturally split across several specialized agents than handled by one generalist. A research task might involve one agent that searches, one that synthesizes findings, and one that fact-checks the synthesis against the original sources, each with a narrower job than an all-purpose agent would have, and each individually easier to evaluate and constrain.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,146,5.5 Multi-Agent Systems,"The appeal is real: specialization can improve quality, and narrower agents are easier to sandbox and permission individually. The cost is also real: coordination between agents introduces new failure modes (agents can disagree, get stuck waiting on each other, or compound each other's errors), and debugging a multi-agent trajectory is considerably harder than debugging a single agent's. For most student projects, and for a great many production systems, a single well-designed agent with well-scoped tools outperforms a multi-agent system that adds coordination complexity without a task that actually needs the specialization.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,156,The New Attack Surface: Goal Hijacking,"A plain chatbot's worst-case failure from adversarial input is generating text you shouldn't trust. An agent with tool access has a meaningfully worse worst case: an attacker who can influence the agent's input (a webpage it browses, a document it reads, an email it processes) may be able to redirect its *actions*, not just its words. This is called **goal hijacking**, and it's the tool-using cousin of the prompt injection you studied in Chapter 3, except the payoff for a successful attack is no longer ""the model says something wrong,"" it's ""the model does something wrong,"" with real consequences on the other side.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,158,The New Attack Surface: Goal Hijacking,"This is not a hypothetical concern reserved for advanced systems. Any agent that reads content from an untrusted source (a webpage, a user-uploaded document, an incoming email) as part of deciding what action to take is exposed to this risk by design, and the exposure scales directly with how much the agent is permitted to do.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,164,"Designing for Containment, Not Just Correctness","**Sandboxing** limits the blast radius of a mistake by isolating what an agent can touch, code execution in a container with no network access, a test environment instead of production data.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,166,"Designing for Containment, Not Just Correctness","**Permission scoping** limits which tools and data an agent can reach at all, the least-privilege principle applied to AI action, not just human accounts.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,170,"Designing for Containment, Not Just Correctness","None of these guarantees safety on their own. Used together, and matched deliberately to how consequential and reversible each action actually is, they're the difference between an agent design you can defend and one you're hoping works.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,174,"The Alignment Challenge, Amplified","Chapter 12 covers the technical alignment problem in depth, but it's worth naming here in its sharpest form: an agent that's subtly misaligned with what you actually want, one that optimizes for completing the task quickly rather than correctly, say, is far more consequential than a chatbot with the same subtle misalignment, because the agent's misalignment shows up as real actions rather than text you can simply disregard.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,180,5.7 The Practical Reality,"It's worth being honest about where agent technology actually stands, separate from how it's often marketed. Agents perform reliably today on tasks that are well-scoped, have a small number of tools, and involve actions that are either low-stakes or easily reversible: looking things up, drafting content for human review, executing well-defined multi-step workflows in a narrow domain. They perform far less reliably on open-ended, long-horizon tasks requiring many correct decisions in a row, on tasks where a single tool-selection mistake compounds into a badly wrong outcome, and on tasks where ""success"" is genuinely ambiguous rather than checkable.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,182,5.7 The Practical Reality,"The gap between demo and production is real and it matters for your design choices this week: a compelling demo often works because it was run a handful of times by someone who knew what to expect. A production agent runs thousands of times against messy, unexpected real-world input, which is exactly where narrow scoping, legible failure, and human checkpoints earn their keep.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,188,5.8 Hands-On Exploration: Designing Your Agent's Boundaries,"You don't need to implement a working agent to build real intuition here, you need to think through one carefully.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,196,5.8 Hands-On Exploration: Designing Your Agent's Boundaries,"**Identify one way this could go wrong**, using the goal-hijacking lens from section 5.6. If this agent ever processes input from an untrusted source on the way to deciding what action to take, what's the worst plausible outcome, and what would stop it?","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,204,Case Study: Klarna's AI Customer Service Agent,"In 2024, the fintech company Klarna deployed an AI assistant to handle customer service, and it's a genuinely useful case study precisely because it's real, deployed at scale, and public about its results rather than a research demo. The assistant handled a substantial share of Klarna's customer service chats, work equivalent to a large number of full-time human agents, and was reported to resolve issues faster than the human-staffed process it partly replaced, while also reducing repeat contacts, a sign the resolutions were actually sticking, not just closing tickets quickly.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,206,Case Study: Klarna's AI Customer Service Agent,"What makes this a good agent case study, rather than just a chatbot one, is that it didn't simply answer questions, it took actions within defined boundaries: processing refunds, handling returns, adjusting orders, the kind of consequential, real-world actions this chapter has centered on throughout. Klarna scoped those actions carefully rather than giving the assistant unrestricted account access, the narrow-tool-design principle from section 5.4 at production scale.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,208,Case Study: Klarna's AI Customer Service Agent,"The instructive part for your own design work isn't the specific efficiency numbers, those will be dated by the time you read this. It's the shape of the deployment: a narrow, well-defined, high-volume task; clearly scoped actions rather than open-ended autonomy; and a domain (customer service refunds and returns) where mistakes are costly but bounded and recoverable, exactly the profile section 5.1 argues is where agents are strongest today.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,212,Discussion Questions,"1. At what point does an AI agent's autonomy require mandatory human oversight? Who should get to make that call, the engineering team, the company's leadership, a regulator?","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,213,Discussion Questions,"2. If an agent causes harm through a sequence of individually reasonable-looking actions, none of which was obviously wrong on its own, who is responsible: the developer who built the agent, the company that deployed it, or the user who approved its actions?","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,214,Discussion Questions,"3. Klarna's deployment succeeded in a domain with clear, checkable outcomes (was the refund processed correctly?). What features of a domain make it a poor fit for early agent deployment, even if the underlying model is highly capable?","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,229,Key Takeaways,"- Tool use works through a simple loop, the model requests, the application executes, underneath every more sophisticated agent architecture.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,231,Key Takeaways,"- Narrow, well-scoped tools with legible failure are one of the highest-leverage safety decisions available to you, and one of the cheapest to make correctly from the start.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,237,Practice,"- For an agent you use or have heard of (a coding assistant, a customer-service bot, a scheduling tool), place its main capability on the human-in-the-loop spectrum from section 5.1. Does the placement match how costly and reversible its actions actually are?","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,238,Practice,"- In two or three sentences, explain to someone with no technical background why an AI agent that can send emails is a fundamentally different kind of risk than an AI chatbot that can only answer questions.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
5,242,Project Milestone: Agent Capability Plan,"This week, add an **Agent Capability Plan** to your project portfolio:","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
6,9,Introduction,"Large Language Models possess impressive knowledge from their training data, but they face fundamental limits: a knowledge cutoff, no access to private or recent information, and a persistent tendency toward confident fabrication when they don't actually know something, the hallucination problem from Chapter 1. Retrieval-Augmented Generation, RAG, addresses these limits not by making the model smarter, but by giving it something to actually look at before it answers.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
6,11,Introduction,"RAG represents a shift from closed-book AI, answer from memory alone, to open-book AI, retrieve relevant information first, then answer grounded in what was found. This is essential for working with proprietary documents, staying current with information that changes faster than any training run, and producing responses a user can actually verify against a real source.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
6,19,Learning Outcomes,- Explain why retrieval augmentation addresses core LLM limitations that fine-tuning and prompting alone cannot,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
6,23,Learning Outcomes,- Evaluate a RAG system's performance using retrieval and generation metrics,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
6,24,Learning Outcomes,- Identify the most common RAG failure modes and design around them,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
6,30,Key Terminologies and Concepts,"| **Retrieval-Augmented Generation (RAG)** | An approach combining information retrieval with text generation, grounding responses in retrieved content | A support bot that answers from your company's actual documentation |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
6,41,Key Terminologies and Concepts,| **Retrieval Recall** | The percentage of relevant documents successfully surfaced by a search | Finding 8 of 10 truly relevant documents = 80% recall |,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
6,42,Key Terminologies and Concepts,| **Retrieval Precision** | The percentage of retrieved documents that are actually relevant | 7 relevant out of 10 retrieved = 70% precision |,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
6,51,The Knowledge Problem in LLMs,"Four limitations, all touched on in Chapter 1, motivate RAG directly. **Knowledge cutoff**: a model trained through a certain date simply has no information about anything after it. **Private information**: a general-purpose model has never seen your company's internal documents, and never will, unless you give it access at the moment you ask. **Factual accuracy**: even within its training data, a model can hallucinate specific facts, dates, or statistics with total confidence. **Dynamic information**: anything that changes frequently, prices, news, live data, needs a live source, not a static training run.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
6,55,The Two-Stage Architecture,"RAG systems follow a consistent two-stage process. In the **retrieval stage**, the user's query is converted into a search-optimized form, the knowledge base is searched for relevant material, and the most relevant chunks are selected and prepared as context. In the **generation stage**, that retrieved context is combined with the original query, and the model generates a response explicitly grounded in what was retrieved, ideally with source attribution attached.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
6,57,The Two-Stage Architecture,"*Figure 6.1: The RAG architecture — retrieve, then generate*","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
6,81,The Chunking Decision,"Chunking, how you split a long document into retrievable pieces, is one of the highest-leverage and most underrated design decisions in a RAG system. **Fixed-size chunking** (split every N tokens) is simple and predictable but can carve a sentence, or an idea, in half. **Semantic chunking** splits on natural boundaries, sentences, paragraphs, sections, preserving meaning at the cost of more complex implementation. **Overlapping chunks**, typically 10–20% overlap between adjacent pieces, help ensure information near a chunk boundary isn't lost entirely. **Hierarchical chunking** indexes a document at multiple levels at once, document, section, paragraph, letting retrieval choose the right granularity for a given query.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
6,97,6.5 Context Assembly and Grounded Generation,"**Grounded generation** depends heavily on prompt design, exactly the discipline from Chapter 3 applied to a new problem: instructing the model explicitly to use only the provided information, to cite sources in a specified format, and, critically, to say so clearly when the retrieved context doesn't actually contain an answer, rather than falling back on its parametric memory and quietly reintroducing the hallucination risk RAG was supposed to solve.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
6,101,6.6 Evaluating RAG Systems,"RAG evaluation, covered in full in Chapter 10, has two halves that need separate attention. **Retrieval quality** is measured with recall@K (what fraction of the truly relevant documents appear in the top K results) and precision@K (what fraction of the top K results are actually relevant), alongside ranking-quality metrics like MRR and NDCG. **Generation quality**, given good retrieval, asks whether the response is faithful to what was retrieved, whether it actually addresses the query, and whether its citations are accurate, three genuinely different failure modes that a single ""was this a good answer?"" rating would blur together.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
6,103,6.6 Evaluating RAG Systems,"It's worth internalizing early that these two halves fail independently: a system can retrieve perfectly and still generate a response that ignores the retrieved context, and a system can generate beautifully while retrieving the wrong documents entirely. Good RAG evaluation always separates the two.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
6,119,Connecting to Your Project: A RAG Design Document,*Figure 6.2: RAG-enhanced architecture — from document ingestion through retrieval to grounded response*,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
6,125,Case Study: How Glean Built Enterprise Search with RAG,"The permission-aware part is the detail most worth dwelling on for your own design work. A naive RAG system indexes everything and retrieves whatever seems most relevant, but in an enterprise context, ""most relevant"" and ""this specific user is allowed to see"" are two different filters that both have to apply before a chunk ever reaches the generation stage. That's not a generation-quality problem at all, it's a retrieval-and-access-control problem, and it's exactly the kind of design consideration that separates a RAG demo from a RAG system you could actually deploy inside a real organization. If your own project's domain involves any access-sensitive information, this is worth addressing explicitly in your design document, not as an afterthought.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
6,130,Discussion Questions,2. How should a RAG system handle two retrieved sources that genuinely disagree with each other?,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
6,131,Discussion Questions,3. What happens to the trustworthiness of a RAG system's answers when the underlying documents themselves contain errors or outdated information? Whose job is it to catch that?,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
6,144,Key Takeaways,"- RAG addresses knowledge cutoff, private information, and hallucination risk by grounding generation in retrieved, checkable content, not by making the model itself smarter.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
6,145,Key Takeaways,"- The two-stage architecture, retrieve then generate, means retrieval quality and generation quality are separate failure modes that need to be evaluated separately.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
6,146,Key Takeaways,"- Chunking strategy is a high-leverage, domain-specific design decision with no universal default.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
6,158,Project Milestone: RAG Design Document,"This week, add a **RAG Design Document** to your project portfolio:","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,9,Introduction,"Prompt engineering and RAG, the last two chapters, can take you remarkably far. But both have real limits: a prompt can only shape behavior the model is already capable of, and RAG can only supply facts, not a genuinely different writing style, a consistent specialized format, or fluency in a narrow technical vocabulary the base model barely saw during training. When you hit that ceiling, fine-tuning, continuing a pre-trained model's training on your own data, becomes the tool worth considering.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,11,Introduction,"Fine-tuning is powerful and genuinely complex, and it's also the customization approach most often reached for prematurely. This chapter is built around a decision framework first and an implementation overview second, because the most common fine-tuning mistake isn't a bad training run, it's fine-tuning when a better prompt or a RAG system would have solved the problem for a fraction of the cost and complexity.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,17,Learning Outcomes,"- Determine when fine-tuning is the right approach, and when it isn't, relative to prompting and RAG","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,18,Learning Outcomes,- Explain the difference between full fine-tuning and parameter-efficient approaches like LoRA and QLoRA,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,19,Learning Outcomes,- Describe what a high-quality fine-tuning dataset actually requires,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,20,Learning Outcomes,"- Outline the fine-tuning process at a conceptual level, including the levers that most affect outcomes","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,21,Learning Outcomes,- Evaluate a fine-tuned model's performance using appropriate automated and human methods,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,28,Key Terminologies and Concepts,"| **Fine-tuning** | Continuing a pre-trained model's training on a smaller, targeted dataset to specialize its behavior | Training a general model on legal documents to write in precise legal style |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,29,Key Terminologies and Concepts,| **Full Fine-tuning** | Updating all of a model's parameters during additional training | The traditional approach; powerful but computationally expensive |,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,30,Key Terminologies and Concepts,"| **Parameter-Efficient Fine-tuning (PEFT)** | A family of techniques that update only a small fraction of parameters | LoRA, QLoRA, adapters |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,31,Key Terminologies and Concepts,| **LoRA (Low-Rank Adaptation)** | A PEFT technique that adds small trainable matrices rather than updating existing weights | Fine-tuning a model by adjusting well under 1% of its parameters |,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
