chapter,source_line,section,claim,verification,priority,source_needed,phase_0_verification,review_id,classification,verification_date,primary_source,source_keys,current_source_line,current_excerpt,correction,notes,resolution
2,362,Domain Specialization,Some models undergo additional fine-tuning for specialized domains:,ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-072,CURRENT_AND_DURABLE,2026-09-18,,,366,Some models undergo additional fine-tuning for specialized domains:,No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
2,365,Domain Specialization,-   **Legal AI**: Fine-tuned on legal documents and precedents,ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-073,CURRENT_AND_DURABLE,2026-09-18,,,369,-   **Legal AI**: Fine-tuned on legal documents and precedents,No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
2,392,Autoregressive Generation: One Word at a Time,-   Fine-tuning ensures responses are helpful and accurate,ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-074,REMOVE_OR_GENERALIZE,2026-09-18,https://arxiv.org/abs/2203.02155,rlhf,396,-   Fine-tuning can improve evaluated behavior but does not ensure accuracy or safety [@rlhf],-   Fine-tuning can improve evaluated behavior but does not ensure accuracy or safety [@rlhf],Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Guarantee unjustified,RESOLVED
2,428,Why Understanding These Phases Matters,"**Model Selection**: Newer models with better fine-tuning often outperform older models, even if the older models are larger. A well-fine-tuned 13B parameter model might produce better results than a poorly-fine-tuned 70B model.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-075,CURRENT_AND_DURABLE,2026-09-18,,,432,"**Model Selection**: Newer models with better fine-tuning often outperform older models, even if the older models are larger. A well-fine-tuned 13B parameter model might produce better results than a poorly-fine-tuned 70B model.",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
2,430,Why Understanding These Phases Matters,**Cost Optimization**: Understanding inference costs helps you choose between different model sizes for different tasks. Simple queries don't need the most expensive models.,ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-076,CURRENT_AND_DURABLE,2026-09-18,,,434,**Cost Optimization**: Understanding inference costs helps you choose between different model sizes for different tasks. Simple queries don't need the most expensive models.,No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
2,434,Why Understanding These Phases Matters,**Customization Decisions**: Understanding fine-tuning helps you decide when to use existing models versus training custom variants (which we'll explore in Chapter 6).,ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-077,CURRENT_AND_DURABLE,2026-09-18,,,438,**Customization Decisions**: Understanding fine-tuning helps you decide when to use existing models versus training custom variants (which we'll explore in Chapter 7).,No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
2,440,Connecting to Your Research Assistant,-   Why certain models excel at creative tasks (different fine-tuning approaches),ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-078,CURRENT_AND_DURABLE,2026-09-18,,,444,-   Why certain models excel at creative tasks (different fine-tuning approaches),No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
2,442,Connecting to Your Research Assistant,-   How to balance capability with cost (understanding the relationship between model size and performance),ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-079,CURRENT_AND_DURABLE,2026-09-18,,,446,-   How to balance capability with cost (understanding the relationship between model size and performance),No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
2,462,Small Models (1B-7B parameters): The Swift Specialists,"TechSupport Inc. handles 50,000 customer service inquiries daily. Initially, they routed everything through GPT-4, their ""smartest"" option. Monthly cost: \$42,000. Average response time: 6 seconds.",ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-080,ILLUSTRATIVE_ONLY,2026-09-18,,,466,"TechSupport Inc. handles 50,000 customer service inquiries daily. Initially, they routed everything through GPT-4, their ""smartest"" option. Monthly cost: \$42,000. Average response time: 6 seconds.",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
2,464,Small Models (1B-7B parameters): The Swift Specialists,"Then their engineer, Maria, had an insight: ""Why are we using our most powerful model to answer 'What's your return policy?' when a small, fast model could handle that perfectly?""",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-081,ILLUSTRATIVE_ONLY,2026-09-18,,,468,"Then their engineer, Maria, had an insight: ""Why are we using our most powerful model to answer 'What's your return policy?' when a small, fast model could handle that perfectly?""",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
2,466,Small Models (1B-7B parameters): The Swift Specialists,They implemented a small model (Llama 2 7B) for simple queries:,ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-082,ILLUSTRATIVE_ONLY,2026-09-18,,,470,They implemented a small model (Llama 2 7B) for simple queries:,No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
2,469,Small Models (1B-7B parameters): The Swift Specialists,-   Cost per query: \$0.0002 (99% cheaper),ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-083,ILLUSTRATIVE_ONLY,2026-09-18,,,473,-   Cost per query: \$0.0002 (99% cheaper),No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
2,472,Small Models (1B-7B parameters): The Swift Specialists,"Monthly cost for 70% of queries: \$2,800. Monthly savings: \$29,400.",ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-084,ILLUSTRATIVE_ONLY,2026-09-18,,,476,"For an illustrative 30-day month: 50,000 × 30 × 70% × \$0.0002 = \$210 for the routed queries. Keeping the other 30% at their original assumed cost gives \$12,600 + \$210 = \$12,810 total, saving \$29,190 from the \$42,000 baseline.","For an illustrative 30-day month: 50,000 × 30 × 70% × \$0.0002 = \$210 for the routed queries. Keeping the other 30% at their original assumed cost gives \$12,600 + \$210 = \$12,810 total, saving \$29,190 from the \$42,000 baseline.","Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
2,476,Small Models (1B-7B parameters): The Swift Specialists,"-   **Customer service chatbots**: ""Hi! How can I help you today?""",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-085,ILLUSTRATIVE_ONLY,2026-09-18,,,480,"-   **Customer service chatbots**: ""Hi! How can I help you today?""",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
2,486,Small Models (1B-7B parameters): The Swift Specialists,-   Shorter context windows (often work with less text),ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-086,ILLUSTRATIVE_ONLY,2026-09-18,,,490,-   Shorter context windows (often work with less text),No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
2,496,Medium Models (13B-34B parameters): The Balanced Performers,Claude 3 Sonnet provided the perfect balance:,ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-087,ILLUSTRATIVE_ONLY,2026-09-18,,,500,A hypothetical mid-budget deployment provided a useful balance (a commercial product tier does not disclose its parameter count):,A hypothetical mid-budget deployment provided a useful balance (a commercial product tier does not disclose its parameter count):,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
2,500,Medium Models (13B-34B parameters): The Balanced Performers,"-   **Cost**: \$0.003 per query, sustainable at scale",ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-088,ILLUSTRATIVE_ONLY,2026-09-18,,,504,"-   **Cost**: \$0.003 per query, sustainable at scale",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
2,512,Medium Models (13B-34B parameters): The Balanced Performers,"**The Sweet Spot:** Medium models often provide 80% of large model capability at 20% of the cost, making them the practical choice for most business applications.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-089,ILLUSTRATIVE_ONLY,2026-09-18,,,516,"**The Sweet Spot:** Determine the quality-cost frontier on your own workload. There is no universal 80/20 relationship between parameter count, capability, and price.","**The Sweet Spot:** Determine the quality-cost frontier on your own workload. There is no universal 80/20 relationship between parameter count, capability, and price.","Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
2,520,Large Models (70B+ parameters): The Heavy Hitters,Switching to GPT-4 and Claude 3 Opus changed everything:,ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-090,ILLUSTRATIVE_ONLY,2026-09-18,,,524,Switching to GPT-4 and Claude 3 Opus changed everything:,No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
2,527,Large Models (70B+ parameters): The Heavy Hitters,"The cost was 10x higher, but for this high-stakes application, the superior performance justified every penny.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-091,ILLUSTRATIVE_ONLY,2026-09-18,,,531,"The cost was 10x higher, but for this high-stakes application, the superior performance justified every penny.",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
2,536,Large Models (70B+ parameters): The Heavy Hitters,"**The Premium Price Tag:** Large models cost 10-100x more than smaller alternatives, but for high-value tasks, their superior capabilities justify the expense.",ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-092,ILLUSTRATIVE_ONLY,2026-09-18,,,540,"**The Premium Price Tag:** Prices are deployment-specific. A higher price or larger model does not itself establish better performance, clinical validity, or value.","**The Premium Price Tag:** Prices are deployment-specific. A higher price or larger model does not itself establish better performance, clinical validity, or value.","Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
2,569,Making the Right Choice: A Decision Framework,    -   Batch processing → Any model (optimize for cost),ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-093,CURRENT_AND_DURABLE,2026-09-18,,,573,    -   Batch processing → Any model (optimize for cost),No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
2,573,Making the Right Choice: A Decision Framework,    -   Thousands per day → Prioritize cost (smaller models),ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-094,CURRENT_AND_DURABLE,2026-09-18,,,577,    -   Thousands per day → Prioritize cost (smaller models),No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
2,574,Making the Right Choice: A Decision Framework,    -   Hundreds per day → Balance capability and cost (medium models),ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-095,CURRENT_AND_DURABLE,2026-09-18,,,578,    -   Hundreds per day → Balance capability and cost (medium models),No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
2,587,Real-World Example: Your Research Assistant,"**Query 1**: ""What is the capital of France?""",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-096,ILLUSTRATIVE_ONLY,2026-09-18,,,593,"**Query 1**: ""What is the capital of France?""",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
2,589,Real-World Example: Your Research Assistant,-   **Best Choice**: Small model (Claude 3 Haiku or GPT-3.5 Turbo),ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-097,ILLUSTRATIVE_ONLY,2026-09-18,,,595,-   **Best Choice**: Small model (a tested low-cost deployment),No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
2,591,Real-World Example: Your Research Assistant,-   **Estimated Cost**: \$0.0001,ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-098,ILLUSTRATIVE_ONLY,2026-09-18,,,597,-   **Estimated Cost**: \$0.0001,No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
2,596,Real-World Example: Your Research Assistant,-   **Best Choice**: Medium model (Claude 3 Sonnet),ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-099,ILLUSTRATIVE_ONLY,2026-09-18,,,602,-   **Best Choice**: Medium model (a tested intermediate deployment),No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
2,598,Real-World Example: Your Research Assistant,-   **Estimated Cost**: \$0.003,ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-100,ILLUSTRATIVE_ONLY,2026-09-18,,,604,-   **Estimated Cost**: \$0.003,No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
2,603,Real-World Example: Your Research Assistant,-   **Best Choice**: Large model (GPT-4 or Claude 3 Opus),ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-101,ILLUSTRATIVE_ONLY,2026-09-18,,,609,-   **Best Choice**: Large model (a tested higher-capability deployment),No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
2,605,Real-World Example: Your Research Assistant,-   **Estimated Cost**: \$0.02,ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-102,ILLUSTRATIVE_ONLY,2026-09-18,,,611,-   **Estimated Cost**: \$0.02,No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
2,610,The Future of Model Selection,The landscape is rapidly evolving with exciting new approaches:,ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-103,CURRENT_AND_DURABLE,2026-09-18,,,616,The landscape is rapidly evolving with exciting new approaches:,No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
2,622,Key Takeaways,**Measure Everything**: Track both quality and cost metrics to make data-driven decisions.,ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-104,CURRENT_AND_DURABLE,2026-09-18,,,628,**Measure Everything**: Track both quality and cost metrics to make data-driven decisions.,No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
2,624,Key Takeaways,"**Think Total Cost**: Include development time, infrastructure, and operational costs, not just per-query pricing.",ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-105,CURRENT_AND_DURABLE,2026-09-18,,,630,"**Think Total Cost**: Include development time, infrastructure, and operational costs, not just per-query pricing.",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
2,640,OpenAI GPT Family: The Versatile Pioneers,OpenAI's GPT family represents the models that brought generative AI into mainstream consciousness. They're like the established consulting firm with a proven track record and broad expertise across many domains.,ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-106,CURRENT_AND_DURABLE,2026-09-18,,,648,OpenAI's GPT family represents the models that brought generative AI into mainstream consciousness. They're like the established consulting firm with a proven track record and broad expertise across many domains.,No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
2,649,GPT-3.5 Turbo: The Reliable Workhorse,-   **Cost-effective**: Roughly 10x cheaper than GPT-4 for most tasks,ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-107,OUTDATED,2026-09-18,,,652,"A historical example of a lower-cost hosted chat model. Its inclusion illustrates why an application might route routine work to a cheaper deployment while reserving a more capable model for difficult cases. It is not a current default recommendation. Measure quality, latency, availability, and total token cost rather than assuming a fixed response time or price ratio.","A historical example of a lower-cost hosted chat model. Its inclusion illustrates why an application might route routine work to a cheaper deployment while reserving a more capable model for difficult cases. It is not a current default recommendation. Measure quality, latency, availability, and total token cost rather than assuming a fixed response time or price ratio.","Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Unsupported current product rankings, numbers, and deployment claims replaced with sourced historical framing",RESOLVED
2,653,GPT-3.5 Turbo: The Reliable Workhorse,"**When to Choose It**: When you need reliable, fast responses for straightforward tasks and cost efficiency matters. It's the default choice for many production applications.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-108,OUTDATED,2026-09-18,,,652,"A historical example of a lower-cost hosted chat model. Its inclusion illustrates why an application might route routine work to a cheaper deployment while reserving a more capable model for difficult cases. It is not a current default recommendation. Measure quality, latency, availability, and total token cost rather than assuming a fixed response time or price ratio.","A historical example of a lower-cost hosted chat model. Its inclusion illustrates why an application might route routine work to a cheaper deployment while reserving a more capable model for difficult cases. It is not a current default recommendation. Measure quality, latency, availability, and total token cost rather than assuming a fixed response time or price ratio.","Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Unsupported current product rankings, numbers, and deployment claims replaced with sourced historical framing",RESOLVED
2,655,GPT-3.5 Turbo: The Reliable Workhorse,"**Real-World Example**: A customer service chatbot handling common inquiries would use GPT-3.5 Turbo for 80% of queries, reserving more expensive models for complex cases.",ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-109,OUTDATED,2026-09-18,,,652,"A historical example of a lower-cost hosted chat model. Its inclusion illustrates why an application might route routine work to a cheaper deployment while reserving a more capable model for difficult cases. It is not a current default recommendation. Measure quality, latency, availability, and total token cost rather than assuming a fixed response time or price ratio.","A historical example of a lower-cost hosted chat model. Its inclusion illustrates why an application might route routine work to a cheaper deployment while reserving a more capable model for difficult cases. It is not a current default recommendation. Measure quality, latency, availability, and total token cost rather than assuming a fixed response time or price ratio.","Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Unsupported current product rankings, numbers, and deployment claims replaced with sourced historical framing",RESOLVED
2,664,GPT-4: The Strategic Advisor,"-   **Multimodal capabilities**: Can analyze images, charts, and diagrams alongside text",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-110,OUTDATED,2026-09-18,https://arxiv.org/abs/2303.08774,gpt4,656,"The 2023 GPT-4 report describes a model accepting text and images and producing text, with evaluated strengths and limitations. Product endpoints did not necessarily expose every research capability. The report does not disclose parameter count. An illustrative architecture-firm workflow could compare plan analysis and drafting with expert review, but neither general benchmarks nor a product name validate safety-critical building decisions. [@gpt4]","The 2023 GPT-4 report describes a model accepting text and images and producing text, with evaluated strengths and limitations. Product endpoints did not necessarily expose every research capability. The report does not disclose parameter count. An illustrative architecture-firm workflow could compare plan analysis and drafting with expert review, but neither general benchmarks nor a product name validate safety-critical building decisions. [@gpt4]","Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Unsupported current product rankings, numbers, and deployment claims replaced with sourced historical framing",RESOLVED
2,668,GPT-4: The Strategic Advisor,"**When to Choose It**: When the quality of output justifies the higher cost (typically 10-20x more expensive than GPT-3.5 Turbo), or when you need capabilities like vision that smaller models don't provide.",ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-111,OUTDATED,2026-09-18,https://arxiv.org/abs/2303.08774,gpt4,656,"The 2023 GPT-4 report describes a model accepting text and images and producing text, with evaluated strengths and limitations. Product endpoints did not necessarily expose every research capability. The report does not disclose parameter count. An illustrative architecture-firm workflow could compare plan analysis and drafting with expert review, but neither general benchmarks nor a product name validate safety-critical building decisions. [@gpt4]","The 2023 GPT-4 report describes a model accepting text and images and producing text, with evaluated strengths and limitations. Product endpoints did not necessarily expose every research capability. The report does not disclose parameter count. An illustrative architecture-firm workflow could compare plan analysis and drafting with expert review, but neither general benchmarks nor a product name validate safety-critical building decisions. [@gpt4]","Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Unsupported current product rankings, numbers, and deployment claims replaced with sourced historical framing",RESOLVED
2,670,GPT-4: The Strategic Advisor,"**Real-World Example**: An architecture firm uses GPT-4 to analyze building plans and regulations, justify design decisions, and generate detailed specifications, tasks where the superior reasoning and multimodal capabilities are essential.",ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-112,OUTDATED,2026-09-18,https://arxiv.org/abs/2303.08774,gpt4,656,"The 2023 GPT-4 report describes a model accepting text and images and producing text, with evaluated strengths and limitations. Product endpoints did not necessarily expose every research capability. The report does not disclose parameter count. An illustrative architecture-firm workflow could compare plan analysis and drafting with expert review, but neither general benchmarks nor a product name validate safety-critical building decisions. [@gpt4]","The 2023 GPT-4 report describes a model accepting text and images and producing text, with evaluated strengths and limitations. Product endpoints did not necessarily expose every research capability. The report does not disclose parameter count. An illustrative architecture-firm workflow could compare plan analysis and drafting with expert review, but neither general benchmarks nor a product name validate safety-critical building decisions. [@gpt4]","Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Unsupported current product rankings, numbers, and deployment claims replaced with sourced historical framing",RESOLVED
2,674,Anthropic Claude Family: The Thoughtful Analysts,"Anthropic's Claude models are like the consulting firm known for their methodical approach, ethical considerations, and particularly strong analytical capabilities.",ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-113,CURRENT_AND_DURABLE,2026-09-18,,,660,"Anthropic's Claude models are like the consulting firm known for their methodical approach, ethical considerations, and particularly strong analytical capabilities.",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
2,684,Claude 3 Haiku: The Swift Analyst,-   Cost-sensitive deployments with tight budget constraints,ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-114,OUTDATED,2026-09-18,https://www.anthropic.com/news/claude-3-family,claude3,664,"Anthropic introduced the Claude 3 family in 2024 with Haiku positioned around speed and cost. This is a historical vendor positioning, not independent proof that it is faster than another provider on your workload. Routine support or classification are candidate evaluation tasks; include tail latency, quality, and failure handling rather than selecting solely by a tier name. [@claude3]","Anthropic introduced the Claude 3 family in 2024 with Haiku positioned around speed and cost. This is a historical vendor positioning, not independent proof that it is faster than another provider on your workload. Routine support or classification are candidate evaluation tasks; include tail latency, quality, and failure handling rather than selecting solely by a tier name. [@claude3]","Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Unsupported current product rankings, numbers, and deployment claims replaced with sourced historical framing",RESOLVED
2,686,Claude 3 Haiku: The Swift Analyst,"**Notable Feature**: Often faster than GPT-3.5 Turbo while maintaining solid performance, making it ideal for applications where every millisecond counts.",ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-115,OUTDATED,2026-09-18,https://www.anthropic.com/news/claude-3-family,claude3,664,"Anthropic introduced the Claude 3 family in 2024 with Haiku positioned around speed and cost. This is a historical vendor positioning, not independent proof that it is faster than another provider on your workload. Routine support or classification are candidate evaluation tasks; include tail latency, quality, and failure handling rather than selecting solely by a tier name. [@claude3]","Anthropic introduced the Claude 3 family in 2024 with Haiku positioned around speed and cost. This is a historical vendor positioning, not independent proof that it is faster than another provider on your workload. Routine support or classification are candidate evaluation tasks; include tail latency, quality, and failure handling rather than selecting solely by a tier name. [@claude3]","Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Unsupported current product rankings, numbers, and deployment claims replaced with sourced historical framing",RESOLVED
2,690,Claude 3 Sonnet: The Balanced Professional,"**Personality**: The well-rounded consultant who provides the sweet spot between capability and cost, your go-to choice for most professional applications.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-116,OUTDATED,2026-09-18,https://www.anthropic.com/news/claude-3-family,claude3,668,"Sonnet was positioned between Haiku and Opus in the 2024 family. Writing, code analysis, and synthesis are examples of tasks on which to compare deployments, not guaranteed specializations. A balanced product tier is a price/capability proposition and does not establish that a model has 13B–34B parameters. Keep task-specific evaluation results separate from marketing categories. [@claude3]","Sonnet was positioned between Haiku and Opus in the 2024 family. Writing, code analysis, and synthesis are examples of tasks on which to compare deployments, not guaranteed specializations. A balanced product tier is a price/capability proposition and does not establish that a model has 13B–34B parameters. Keep task-specific evaluation results separate from marketing categories. [@claude3]","Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Unsupported current product rankings, numbers, and deployment claims replaced with sourced historical framing",RESOLVED
2,707,Claude 3 Opus: The Senior Research Fellow,"-   **Complex research projects**: Academic research, policy analysis, strategic planning",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-117,OUTDATED,2026-09-18,,,674,### Meta Llama Family: The Open-Weight Specialists,### Meta Llama Family: The Open-Weight Specialists,"Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Unsupported current product rankings, numbers, and deployment claims replaced with sourced historical framing",RESOLVED
2,710,Claude 3 Opus: The Senior Research Fellow,"-   **Careful, thorough responses**: When quality matters more than speed or cost",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-118,OUTDATED,2026-09-18,,,674,### Meta Llama Family: The Open-Weight Specialists,### Meta Llama Family: The Open-Weight Specialists,"Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Unsupported current product rankings, numbers, and deployment claims replaced with sourced historical framing",RESOLVED
2,712,Claude 3 Opus: The Senior Research Fellow,"**Real-World Example**: A think tank uses Claude 3 Opus to analyze policy proposals, synthesizing research from hundreds of sources and identifying implications that less capable models miss.",ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-119,OUTDATED,2026-09-18,,,674,### Meta Llama Family: The Open-Weight Specialists,### Meta Llama Family: The Open-Weight Specialists,"Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Unsupported current product rankings, numbers, and deployment claims replaced with sourced historical framing",RESOLVED
2,716,Meta Llama Family: The Open-Source Specialists,"Meta's Llama models are like the boutique consulting firm that shares their methodologies openly, allowing you to customize and adapt their approaches to your specific needs.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-120,CURRENT_AND_DURABLE,2026-09-18,,,676,"Meta's Llama models are like the boutique consulting firm that shares their methodologies openly, allowing you to customize and adapt their approaches to your specific needs.",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
