equation_id,source,PDF,HTML,EPUB,status,notes
MATH-0280,chapters/02-Divide-and-Conquer.qmd:1017,PASS,PASS,PASS,PASS,native semantic math
MATH-0281,chapters/02-Divide-and-Conquer.qmd:1018,PASS,PASS,PASS,PASS,native semantic math
MATH-0282,chapters/02-Divide-and-Conquer.qmd:1020,PASS,PASS,PASS,PASS,native semantic math
MATH-0283,chapters/02-Divide-and-Conquer.qmd:1024,PASS,PASS,PASS,PASS,native semantic math
MATH-0284,chapters/02-Divide-and-Conquer.qmd:1071,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0285,chapters/02-Divide-and-Conquer.qmd:1072,PASS,PASS,PASS,PASS,native semantic math
MATH-0286,chapters/02-Divide-and-Conquer.qmd:1077,PASS,PASS,PASS,PASS,native semantic math
MATH-0287,chapters/02-Divide-and-Conquer.qmd:1077,PASS,PASS,PASS,PASS,native semantic math
MATH-0288,chapters/02-Divide-and-Conquer.qmd:1077,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0289,chapters/02-Divide-and-Conquer.qmd:1078,PASS,PASS,PASS,PASS,native semantic math
MATH-0290,chapters/02-Divide-and-Conquer.qmd:1078,PASS,PASS,PASS,PASS,native semantic math
MATH-0291,chapters/02-Divide-and-Conquer.qmd:1078,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0292,chapters/02-Divide-and-Conquer.qmd:1079,PASS,PASS,PASS,PASS,native semantic math
MATH-0293,chapters/02-Divide-and-Conquer.qmd:1079,PASS,PASS,PASS,PASS,native semantic math
MATH-0294,chapters/02-Divide-and-Conquer.qmd:1079,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0295,chapters/02-Divide-and-Conquer.qmd:1160,PASS,PASS,PASS,PASS,native semantic math
MATH-0296,chapters/02-Divide-and-Conquer.qmd:1164,PASS,PASS,PASS,PASS,native semantic math
MATH-0297,chapters/02-Divide-and-Conquer.qmd:1164,PASS,PASS,PASS,PASS,native semantic math
MATH-0298,chapters/02-Divide-and-Conquer.qmd:1165,PASS,PASS,PASS,PASS,native semantic math
MATH-0299,chapters/02-Divide-and-Conquer.qmd:1166,PASS,PASS,PASS,PASS,native semantic math
MATH-0300,chapters/02-Divide-and-Conquer.qmd:1167,PASS,PASS,PASS,PASS,native semantic math
MATH-0301,chapters/02-Divide-and-Conquer.qmd:1167,PASS,PASS,PASS,PASS,native semantic math
MATH-0302,chapters/02-Divide-and-Conquer.qmd:1177,PASS,PASS,PASS,PASS,native semantic math
MATH-0303,chapters/02-Divide-and-Conquer.qmd:1180,PASS,PASS,PASS,PASS,native semantic math
MATH-0304,chapters/02-Divide-and-Conquer.qmd:1242,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0305,chapters/02-Divide-and-Conquer.qmd:1289,PASS,PASS,PASS,PASS,native semantic math
MATH-0306,chapters/02-Divide-and-Conquer.qmd:1289,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0307,chapters/02-Divide-and-Conquer.qmd:1340,PASS,PASS,PASS,PASS,native semantic math
MATH-0308,chapters/02-Divide-and-Conquer.qmd:1344,PASS,PASS,PASS,PASS,native semantic math
MATH-0309,chapters/02-Divide-and-Conquer.qmd:1344,PASS,PASS,PASS,PASS,native semantic math
MATH-0310,chapters/02-Divide-and-Conquer.qmd:1344,PASS,PASS,PASS,PASS,native semantic math
MATH-0311,chapters/02-Divide-and-Conquer.qmd:1350,PASS,PASS,PASS,PASS,native semantic math
MATH-0312,chapters/02-Divide-and-Conquer.qmd:1354,PASS,PASS,PASS,PASS,native semantic math
MATH-0313,chapters/02-Divide-and-Conquer.qmd:1358,PASS,PASS,PASS,PASS,native semantic math
MATH-0314,chapters/02-Divide-and-Conquer.qmd:1366,PASS,PASS,PASS,PASS,native semantic math
MATH-0315,chapters/02-Divide-and-Conquer.qmd:1374,PASS,PASS,PASS,PASS,native semantic math
MATH-0316,chapters/02-Divide-and-Conquer.qmd:1388,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0317,chapters/02-Divide-and-Conquer.qmd:1390,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0318,chapters/02-Divide-and-Conquer.qmd:1418,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0319,chapters/02-Divide-and-Conquer.qmd:1420,PASS,PASS,PASS,PASS,native semantic math
MATH-0320,chapters/02-Divide-and-Conquer.qmd:1420,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0321,chapters/02-Divide-and-Conquer.qmd:1424,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0322,chapters/02-Divide-and-Conquer.qmd:1426,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0323,chapters/02-Divide-and-Conquer.qmd:1446,PASS,PASS,PASS,PASS,native semantic math
MATH-0324,chapters/02-Divide-and-Conquer.qmd:1446,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0325,chapters/02-Divide-and-Conquer.qmd:1456,PASS,PASS,PASS,PASS,native semantic math
MATH-0326,chapters/02-Divide-and-Conquer.qmd:1456,PASS,PASS,PASS,PASS,native semantic math
MATH-0327,chapters/02-Divide-and-Conquer.qmd:1456,PASS,PASS,PASS,PASS,native semantic math
MATH-0328,chapters/02-Divide-and-Conquer.qmd:1456,PASS,PASS,PASS,PASS,native semantic math
MATH-0329,chapters/02-Divide-and-Conquer.qmd:1458,PASS,PASS,PASS,PASS,native semantic math
MATH-0330,chapters/02-Divide-and-Conquer.qmd:1464,PASS,PASS,PASS,PASS,native semantic math
MATH-0331,chapters/02-Divide-and-Conquer.qmd:1464,PASS,PASS,PASS,PASS,native semantic math
MATH-0332,chapters/02-Divide-and-Conquer.qmd:1466,PASS,PASS,PASS,PASS,native semantic math
MATH-0333,chapters/02-Divide-and-Conquer.qmd:1470,PASS,PASS,PASS,PASS,native semantic math
MATH-0334,chapters/02-Divide-and-Conquer.qmd:1472,PASS,PASS,PASS,PASS,native semantic math
MATH-0335,chapters/02-Divide-and-Conquer.qmd:1476,PASS,PASS,PASS,PASS,native semantic math
MATH-0336,chapters/02-Divide-and-Conquer.qmd:1476,PASS,PASS,PASS,PASS,native semantic math
MATH-0337,chapters/02-Divide-and-Conquer.qmd:1478,PASS,PASS,PASS,PASS,native semantic math
MATH-0338,chapters/02-Divide-and-Conquer.qmd:1482,PASS,PASS,PASS,PASS,native semantic math
MATH-0339,chapters/02-Divide-and-Conquer.qmd:1482,PASS,PASS,PASS,PASS,native semantic math
MATH-0340,chapters/02-Divide-and-Conquer.qmd:1484,PASS,PASS,PASS,PASS,native semantic math
MATH-0341,chapters/02-Divide-and-Conquer.qmd:1488,PASS,PASS,PASS,PASS,native semantic math
MATH-0342,chapters/02-Divide-and-Conquer.qmd:1488,PASS,PASS,PASS,PASS,native semantic math
MATH-0343,chapters/02-Divide-and-Conquer.qmd:1505,PASS,PASS,PASS,PASS,native semantic math
MATH-0344,chapters/02-Divide-and-Conquer.qmd:1505,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0345,chapters/02-Divide-and-Conquer.qmd:1506,PASS,PASS,PASS,PASS,native semantic math
MATH-0346,chapters/02-Divide-and-Conquer.qmd:1506,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0347,chapters/02-Divide-and-Conquer.qmd:1507,PASS,PASS,PASS,PASS,native semantic math
MATH-0348,chapters/02-Divide-and-Conquer.qmd:1507,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0349,chapters/02-Divide-and-Conquer.qmd:1521,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0350,chapters/02-Divide-and-Conquer.qmd:1527,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0351,chapters/02-Divide-and-Conquer.qmd:1531,PASS,PASS,PASS,PASS,native semantic math
MATH-0352,chapters/02-Divide-and-Conquer.qmd:1537,PASS,PASS,PASS,PASS,native semantic math
MATH-0353,chapters/02-Divide-and-Conquer.qmd:1546,PASS,PASS,PASS,PASS,native semantic math
MATH-0354,chapters/02-Divide-and-Conquer.qmd:1555,PASS,PASS,PASS,PASS,native semantic math
MATH-0355,chapters/02-Divide-and-Conquer.qmd:1555,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0356,chapters/02-Divide-and-Conquer.qmd:1561,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0357,chapters/02-Divide-and-Conquer.qmd:1565,PASS,PASS,PASS,PASS,native semantic math
MATH-0358,chapters/02-Divide-and-Conquer.qmd:1571,PASS,PASS,PASS,PASS,native semantic math
MATH-0359,chapters/02-Divide-and-Conquer.qmd:1580,PASS,PASS,PASS,PASS,native semantic math
MATH-0360,chapters/02-Divide-and-Conquer.qmd:1584,PASS,PASS,PASS,PASS,native semantic math
MATH-0361,chapters/02-Divide-and-Conquer.qmd:1588,PASS,PASS,PASS,PASS,native semantic math
MATH-0362,chapters/02-Divide-and-Conquer.qmd:1588,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0363,chapters/02-Divide-and-Conquer.qmd:1594,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0364,chapters/02-Divide-and-Conquer.qmd:1598,PASS,PASS,PASS,PASS,native semantic math
MATH-0365,chapters/02-Divide-and-Conquer.qmd:1615,PASS,PASS,PASS,PASS,native semantic math
MATH-0366,chapters/02-Divide-and-Conquer.qmd:1623,PASS,PASS,PASS,PASS,native semantic math
MATH-0367,chapters/02-Divide-and-Conquer.qmd:1623,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0368,chapters/02-Divide-and-Conquer.qmd:1629,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0369,chapters/02-Divide-and-Conquer.qmd:1633,PASS,PASS,PASS,PASS,native semantic math
MATH-0370,chapters/02-Divide-and-Conquer.qmd:1650,PASS,PASS,PASS,PASS,native semantic math
MATH-0371,chapters/02-Divide-and-Conquer.qmd:1654,PASS,PASS,PASS,PASS,native semantic math
MATH-0372,chapters/02-Divide-and-Conquer.qmd:1658,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0373,chapters/02-Divide-and-Conquer.qmd:1664,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0374,chapters/02-Divide-and-Conquer.qmd:1668,PASS,PASS,PASS,PASS,native semantic math
MATH-0375,chapters/02-Divide-and-Conquer.qmd:1681,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0376,chapters/02-Divide-and-Conquer.qmd:1683,PASS,PASS,PASS,PASS,native semantic math
MATH-0377,chapters/02-Divide-and-Conquer.qmd:1689,PASS,PASS,PASS,PASS,native semantic math
MATH-0378,chapters/02-Divide-and-Conquer.qmd:1695,PASS,PASS,PASS,PASS,native semantic math
MATH-0379,chapters/02-Divide-and-Conquer.qmd:1707,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0380,chapters/02-Divide-and-Conquer.qmd:1724,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0381,chapters/02-Divide-and-Conquer.qmd:1733,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0382,chapters/02-Divide-and-Conquer.qmd:1743,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0383,chapters/02-Divide-and-Conquer.qmd:1760,PASS,PASS,PASS,PASS,native semantic math
MATH-0384,chapters/02-Divide-and-Conquer.qmd:1764,PASS,PASS,PASS,PASS,native semantic math
MATH-0385,chapters/02-Divide-and-Conquer.qmd:1768,PASS,PASS,PASS,PASS,native semantic math
MATH-0386,chapters/02-Divide-and-Conquer.qmd:1768,PASS,PASS,PASS,PASS,native semantic math
MATH-0387,chapters/02-Divide-and-Conquer.qmd:1772,PASS,PASS,PASS,PASS,native semantic math
MATH-0388,chapters/02-Divide-and-Conquer.qmd:1772,PASS,PASS,PASS,PASS,native semantic math
MATH-0389,chapters/02-Divide-and-Conquer.qmd:1772,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0390,chapters/02-Divide-and-Conquer.qmd:1773,PASS,PASS,PASS,PASS,native semantic math
MATH-0391,chapters/02-Divide-and-Conquer.qmd:1773,PASS,PASS,PASS,PASS,native semantic math
MATH-0392,chapters/02-Divide-and-Conquer.qmd:1773,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0393,chapters/02-Divide-and-Conquer.qmd:1774,PASS,PASS,PASS,PASS,native semantic math
MATH-0394,chapters/02-Divide-and-Conquer.qmd:1774,PASS,PASS,PASS,PASS,native semantic math
MATH-0395,chapters/02-Divide-and-Conquer.qmd:1774,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0396,chapters/02-Divide-and-Conquer.qmd:1782,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0397,chapters/02-Divide-and-Conquer.qmd:1795,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0398,chapters/02-Divide-and-Conquer.qmd:1801,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0399,chapters/02-Divide-and-Conquer.qmd:1802,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0400,chapters/02-Divide-and-Conquer.qmd:1803,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0401,chapters/02-Divide-and-Conquer.qmd:1804,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0402,chapters/02-Divide-and-Conquer.qmd:1805,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0403,chapters/02-Divide-and-Conquer.qmd:1806,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0404,chapters/02-Divide-and-Conquer.qmd:1810,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0405,chapters/02-Divide-and-Conquer.qmd:1812,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0406,chapters/02-Divide-and-Conquer.qmd:1813,PASS,PASS,PASS,PASS,native semantic math
MATH-0407,chapters/02-Divide-and-Conquer.qmd:1813,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0408,chapters/02-Divide-and-Conquer.qmd:1814,PASS,PASS,PASS,PASS,native semantic math
MATH-0409,chapters/02-Divide-and-Conquer.qmd:1815,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0410,chapters/02-Divide-and-Conquer.qmd:1817,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0411,chapters/02-Divide-and-Conquer.qmd:1818,PASS,PASS,PASS,PASS,native semantic math
MATH-0412,chapters/02-Divide-and-Conquer.qmd:1818,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0413,chapters/02-Divide-and-Conquer.qmd:1819,PASS,PASS,PASS,PASS,native semantic math
MATH-0414,chapters/02-Divide-and-Conquer.qmd:1820,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0415,chapters/02-Divide-and-Conquer.qmd:1822,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0416,chapters/02-Divide-and-Conquer.qmd:1823,PASS,PASS,PASS,PASS,native semantic math
MATH-0417,chapters/02-Divide-and-Conquer.qmd:1823,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0418,chapters/02-Divide-and-Conquer.qmd:1824,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0419,chapters/02-Divide-and-Conquer.qmd:1825,PASS,PASS,PASS,PASS,native semantic math
MATH-0420,chapters/02-Divide-and-Conquer.qmd:1826,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0421,chapters/02-Divide-and-Conquer.qmd:1828,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0422,chapters/02-Divide-and-Conquer.qmd:1829,PASS,PASS,PASS,PASS,native semantic math
MATH-0423,chapters/02-Divide-and-Conquer.qmd:1829,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0424,chapters/02-Divide-and-Conquer.qmd:1830,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0425,chapters/02-Divide-and-Conquer.qmd:1831,PASS,PASS,PASS,PASS,native semantic math
MATH-0426,chapters/02-Divide-and-Conquer.qmd:1832,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0427,chapters/02-Divide-and-Conquer.qmd:1834,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0428,chapters/02-Divide-and-Conquer.qmd:1835,PASS,PASS,PASS,PASS,native semantic math
MATH-0429,chapters/02-Divide-and-Conquer.qmd:1835,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0430,chapters/02-Divide-and-Conquer.qmd:1836,PASS,PASS,PASS,PASS,native semantic math
MATH-0431,chapters/02-Divide-and-Conquer.qmd:1837,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0432,chapters/02-Divide-and-Conquer.qmd:1839,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0433,chapters/02-Divide-and-Conquer.qmd:1840,PASS,PASS,PASS,PASS,native semantic math
MATH-0434,chapters/02-Divide-and-Conquer.qmd:1840,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0435,chapters/02-Divide-and-Conquer.qmd:1841,PASS,PASS,PASS,PASS,native semantic math
MATH-0436,chapters/02-Divide-and-Conquer.qmd:1853,PASS,PASS,PASS,PASS,native semantic math
MATH-0437,chapters/02-Divide-and-Conquer.qmd:1864,PASS,PASS,PASS,PASS,native semantic math
MATH-0438,chapters/02-Divide-and-Conquer.qmd:1888,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0439,chapters/02-Divide-and-Conquer.qmd:1897,PASS,PASS,PASS,PASS,native semantic math
MATH-0440,chapters/02-Divide-and-Conquer.qmd:1899,PASS,PASS,PASS,PASS,native semantic math
MATH-0441,chapters/02-Divide-and-Conquer.qmd:1909,PASS,PASS,PASS,PASS,native semantic math
MATH-0442,chapters/02-Divide-and-Conquer.qmd:1913,PASS,PASS,PASS,PASS,native semantic math
MATH-0443,chapters/02-Divide-and-Conquer.qmd:1913,PASS,PASS,PASS,PASS,native semantic math
MATH-0444,chapters/02-Divide-and-Conquer.qmd:1913,PASS,PASS,PASS,PASS,native semantic math
MATH-0445,chapters/02-Divide-and-Conquer.qmd:1913,PASS,PASS,PASS,PASS,native semantic math
MATH-0446,chapters/02-Divide-and-Conquer.qmd:1913,PASS,PASS,PASS,PASS,native semantic math
MATH-0447,chapters/02-Divide-and-Conquer.qmd:1917,PASS,PASS,PASS,PASS,native semantic math
MATH-0448,chapters/02-Divide-and-Conquer.qmd:1926,PASS,PASS,PASS,PASS,native semantic math
MATH-0449,chapters/02-Divide-and-Conquer.qmd:1970,PASS,PASS,PASS,PASS,native semantic math
MATH-0450,chapters/02-Divide-and-Conquer.qmd:2004,PASS,PASS,PASS,PASS,native semantic math
MATH-0451,chapters/02-Divide-and-Conquer.qmd:2113,PASS,PASS,PASS,PASS,native semantic math
MATH-0452,chapters/02-Divide-and-Conquer.qmd:2115,PASS,PASS,PASS,PASS,native semantic math
MATH-0453,chapters/02-Divide-and-Conquer.qmd:2145,PASS,PASS,PASS,PASS,native semantic math
MATH-0454,chapters/02-Divide-and-Conquer.qmd:2152,PASS,PASS,PASS,PASS,native semantic math
MATH-0455,chapters/02-Divide-and-Conquer.qmd:2156,PASS,PASS,PASS,PASS,native semantic math
MATH-0456,chapters/02-Divide-and-Conquer.qmd:2167,PASS,PASS,PASS,PASS,native semantic math
MATH-0457,chapters/02-Divide-and-Conquer.qmd:2174,PASS,PASS,PASS,PASS,native semantic math
MATH-0458,chapters/02-Divide-and-Conquer.qmd:2176,PASS,PASS,PASS,PASS,native semantic math
MATH-0459,chapters/02-Divide-and-Conquer.qmd:2180,PASS,PASS,PASS,PASS,native semantic math
MATH-0460,chapters/02-Divide-and-Conquer.qmd:2181,PASS,PASS,PASS,PASS,native semantic math
MATH-0461,chapters/02-Divide-and-Conquer.qmd:2182,PASS,PASS,PASS,PASS,native semantic math
MATH-0462,chapters/02-Divide-and-Conquer.qmd:2183,PASS,PASS,PASS,PASS,native semantic math
MATH-0463,chapters/02-Divide-and-Conquer.qmd:2197,PASS,PASS,PASS,PASS,native semantic math
MATH-0464,chapters/02-Divide-and-Conquer.qmd:2197,PASS,PASS,PASS,PASS,native semantic math
MATH-0465,chapters/02-Divide-and-Conquer.qmd:2243,PASS,PASS,PASS,PASS,native semantic math
MATH-0466,chapters/02-Divide-and-Conquer.qmd:2630,PASS,PASS,PASS,PASS,native semantic math
MATH-0467,chapters/02-Divide-and-Conquer.qmd:2817,PASS,PASS,PASS,PASS,native semantic math
MATH-0468,chapters/02-Divide-and-Conquer.qmd:2845,PASS,PASS,PASS,PASS,native semantic math
MATH-0469,chapters/02-Divide-and-Conquer.qmd:2847,PASS,PASS,PASS,PASS,native semantic math
MATH-0470,chapters/02-Divide-and-Conquer.qmd:2853,PASS,PASS,PASS,PASS,native semantic math
MATH-0471,chapters/02-Divide-and-Conquer.qmd:2854,PASS,PASS,PASS,PASS,native semantic math
MATH-0472,chapters/02-Divide-and-Conquer.qmd:2861,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0473,chapters/02-Divide-and-Conquer.qmd:2867,PASS,PASS,PASS,PASS,native semantic math
MATH-0474,chapters/02-Divide-and-Conquer.qmd:2868,PASS,PASS,PASS,PASS,native semantic math
MATH-0475,chapters/02-Divide-and-Conquer.qmd:2869,PASS,PASS,PASS,PASS,native semantic math
MATH-0476,chapters/02-Divide-and-Conquer.qmd:2870,PASS,PASS,PASS,PASS,native semantic math
MATH-0477,chapters/02-Divide-and-Conquer.qmd:2876,PASS,PASS,PASS,PASS,native semantic math
MATH-0478,chapters/02-Divide-and-Conquer.qmd:2876,PASS,PASS,PASS,PASS,native semantic math
MATH-0479,chapters/02-Divide-and-Conquer.qmd:2876,PASS,PASS,PASS,PASS,native semantic math
MATH-0480,chapters/02-Divide-and-Conquer.qmd:2877,PASS,PASS,PASS,PASS,native semantic math
MATH-0481,chapters/02-Divide-and-Conquer.qmd:2877,PASS,PASS,PASS,PASS,native semantic math
MATH-0482,chapters/02-Divide-and-Conquer.qmd:2878,PASS,PASS,PASS,PASS,native semantic math
MATH-0483,chapters/02-Divide-and-Conquer.qmd:2878,PASS,PASS,PASS,PASS,native semantic math
MATH-0484,chapters/02-Divide-and-Conquer.qmd:2878,PASS,PASS,PASS,PASS,native semantic math
MATH-0485,chapters/02-Divide-and-Conquer.qmd:2879,PASS,PASS,PASS,PASS,native semantic math
MATH-0486,chapters/02-Divide-and-Conquer.qmd:2879,PASS,PASS,PASS,PASS,native semantic math
MATH-0487,chapters/02-Divide-and-Conquer.qmd:2880,PASS,PASS,PASS,PASS,native semantic math
MATH-0488,chapters/02-Divide-and-Conquer.qmd:2880,PASS,PASS,PASS,PASS,native semantic math
MATH-0489,chapters/02-Divide-and-Conquer.qmd:2880,PASS,PASS,PASS,PASS,native semantic math
MATH-0490,chapters/02-Divide-and-Conquer.qmd:2881,PASS,PASS,PASS,PASS,native semantic math
MATH-0491,chapters/02-Divide-and-Conquer.qmd:2881,PASS,PASS,PASS,PASS,native semantic math
MATH-0492,chapters/02-Divide-and-Conquer.qmd:2881,PASS,PASS,PASS,PASS,native semantic math
MATH-0493,chapters/02-Divide-and-Conquer.qmd:2881,PASS,PASS,PASS,PASS,native semantic math
MATH-0494,chapters/02-Divide-and-Conquer.qmd:2928,PASS,PASS,PASS,PASS,native semantic math
MATH-0495,chapters/02-Divide-and-Conquer.qmd:2928,PASS,PASS,PASS,PASS,native semantic math
MATH-0496,chapters/02-Divide-and-Conquer.qmd:2928,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0497,chapters/02-Divide-and-Conquer.qmd:2968,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0498,chapters/02-Divide-and-Conquer.qmd:2969,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0499,chapters/02-Divide-and-Conquer.qmd:3001,PASS,PASS,PASS,PASS,native semantic math
MATH-0500,chapters/02-Divide-and-Conquer.qmd:3003,PASS,PASS,PASS,PASS,native semantic math
MATH-0501,chapters/02-Divide-and-Conquer.qmd:3067,PASS,PASS,PASS,PASS,native semantic math
MATH-0502,chapters/02-Divide-and-Conquer.qmd:3086,PASS,PASS,PASS,PASS,native semantic math
MATH-0503,chapters/02-Divide-and-Conquer.qmd:3086,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0504,chapters/02-Divide-and-Conquer.qmd:3120,PASS,PASS,PASS,PASS,native semantic math
MATH-0505,chapters/03-Data-Structures-for-Efficiency.qmd:21,PASS,PASS,PASS,PASS,native semantic math
MATH-0506,chapters/03-Data-Structures-for-Efficiency.qmd:26,PASS,PASS,PASS,PASS,native semantic math
MATH-0507,chapters/03-Data-Structures-for-Efficiency.qmd:31,PASS,PASS,PASS,PASS,native semantic math
MATH-0508,chapters/03-Data-Structures-for-Efficiency.qmd:109,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0509,chapters/03-Data-Structures-for-Efficiency.qmd:110,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0510,chapters/03-Data-Structures-for-Efficiency.qmd:116,PASS,PASS,PASS,PASS,native semantic math
MATH-0511,chapters/03-Data-Structures-for-Efficiency.qmd:116,PASS,PASS,PASS,PASS,native semantic math
MATH-0512,chapters/03-Data-Structures-for-Efficiency.qmd:116,PASS,PASS,PASS,PASS,native semantic math
MATH-0513,chapters/03-Data-Structures-for-Efficiency.qmd:233,PASS,PASS,PASS,PASS,native semantic math
MATH-0514,chapters/03-Data-Structures-for-Efficiency.qmd:235,PASS,PASS,PASS,PASS,native semantic math
MATH-0515,chapters/03-Data-Structures-for-Efficiency.qmd:235,PASS,PASS,PASS,PASS,native semantic math
MATH-0516,chapters/03-Data-Structures-for-Efficiency.qmd:248,PASS,PASS,PASS,PASS,native semantic math
MATH-0517,chapters/03-Data-Structures-for-Efficiency.qmd:260,PASS,PASS,PASS,PASS,native semantic math
MATH-0518,chapters/03-Data-Structures-for-Efficiency.qmd:260,PASS,PASS,PASS,PASS,native semantic math
MATH-0519,chapters/03-Data-Structures-for-Efficiency.qmd:260,PASS,PASS,PASS,PASS,native semantic math
MATH-0520,chapters/03-Data-Structures-for-Efficiency.qmd:260,PASS,PASS,PASS,PASS,native semantic math
MATH-0521,chapters/03-Data-Structures-for-Efficiency.qmd:260,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0522,chapters/03-Data-Structures-for-Efficiency.qmd:427,PASS,PASS,PASS,PASS,native semantic math
MATH-0523,chapters/03-Data-Structures-for-Efficiency.qmd:467,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0524,chapters/03-Data-Structures-for-Efficiency.qmd:680,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0525,chapters/03-Data-Structures-for-Efficiency.qmd:684,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0526,chapters/03-Data-Structures-for-Efficiency.qmd:685,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0527,chapters/03-Data-Structures-for-Efficiency.qmd:836,PASS,PASS,PASS,PASS,native semantic math
MATH-0528,chapters/03-Data-Structures-for-Efficiency.qmd:840,PASS,PASS,PASS,PASS,native semantic math
MATH-0529,chapters/03-Data-Structures-for-Efficiency.qmd:844,PASS,PASS,PASS,PASS,native semantic math
MATH-0530,chapters/03-Data-Structures-for-Efficiency.qmd:848,PASS,PASS,PASS,PASS,native semantic math
MATH-0531,chapters/03-Data-Structures-for-Efficiency.qmd:848,PASS,PASS,PASS,PASS,native semantic math
MATH-0532,chapters/03-Data-Structures-for-Efficiency.qmd:854,PASS,PASS,PASS,PASS,short inline/text notation visually verified
