equation_id,chapter,section,source_file,source_line_or_anchor,content_type,current_representation,recommended_representation,inline_or_display,numbered,cross_referenced,variables_defined,assumptions_defined,render_pdf,render_html,render_epub,visual_status,notes
MATH-0269,2,Best Case: $O(n log n)$,chapters/02-Divide-and-Conquer.qmd,960,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n log n)
MATH-0270,2,Best Case: $O(n log n)$,chapters/02-Divide-and-Conquer.qmd,964,RECURRENCE,native_math,native_math,display,NO,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,"T(n)=2T\!\left(\frac n2\right)+O(n)=O(n\log n),"
MATH-0271,2,Best Case: $O(n log n)$,chapters/02-Divide-and-Conquer.qmd,972,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,\Theta(n log n)
MATH-0272,2,Best Case: $O(n log n)$,chapters/02-Divide-and-Conquer.qmd,972,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,\Theta(n^2)
MATH-0273,2,Worst Case: $O(n^2)$,chapters/02-Divide-and-Conquer.qmd,974,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n^2)
MATH-0274,2,Worst Case: $O(n^2)$,chapters/02-Divide-and-Conquer.qmd,980,OTHER,technical_block,native_math,display,NO,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,"[1, 2, 3, 4, 5] Pick 5 as pivot → partition into [1,2,3,4] and [] Pick 4 as pivot → partition into [1,2,3] and [] Pick 3 as pivot → partition into [1,2] and [] ..."
MATH-0275,2,Worst Case: $O(n^2)$,chapters/02-Divide-and-Conquer.qmd,990,RECURRENCE,native_math,native_math,display,NO,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,\begin{aligned} T(n) &=T(n-1)+O(n) \\ &=T(n-2)+O(n-1)+O(n) \\ &\ \vdots \\ &=\sum_{i=1}^{n}O(i) \\ &=O(n^2). \end{aligned}
MATH-0276,2,Worst Case: $O(n^2)$,chapters/02-Divide-and-Conquer.qmd,1003,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,\Theta(n^2)
MATH-0277,2,Average Case: $O(n log n)$,chapters/02-Divide-and-Conquer.qmd,1007,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n log n)
MATH-0278,2,Average Case: $O(n log n)$,chapters/02-Divide-and-Conquer.qmd,1009,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n log n)
MATH-0279,2,Average Case: $O(n log n)$,chapters/02-Divide-and-Conquer.qmd,1016,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(log n)
MATH-0280,2,Average Case: $O(n log n)$,chapters/02-Divide-and-Conquer.qmd,1017,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n)
MATH-0281,2,Average Case: $O(n log n)$,chapters/02-Divide-and-Conquer.qmd,1018,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n log n)
MATH-0282,2,Average Case: $O(n log n)$,chapters/02-Divide-and-Conquer.qmd,1020,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n log n)
MATH-0283,2,The Worst Case Problem: Randomization to the Rescue!,chapters/02-Divide-and-Conquer.qmd,1024,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n^2)
MATH-0284,2,The Worst Case Problem: Randomization to the Rescue!,chapters/02-Divide-and-Conquer.qmd,1071,PROBABILITY,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- **Probability of worst case:** (1/n!)^(log n) ≈ astronomically small
MATH-0285,2,The Worst Case Problem: Randomization to the Rescue!,chapters/02-Divide-and-Conquer.qmd,1072,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n log n)
MATH-0286,2,The Worst Case Problem: Randomization to the Rescue!,chapters/02-Divide-and-Conquer.qmd,1077,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n^2)
MATH-0287,2,The Worst Case Problem: Randomization to the Rescue!,chapters/02-Divide-and-Conquer.qmd,1077,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n log n)
MATH-0288,2,The Worst Case Problem: Randomization to the Rescue!,chapters/02-Divide-and-Conquer.qmd,1077,OTHER,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- Sorted array: deterministic → randomized
MATH-0289,2,The Worst Case Problem: Randomization to the Rescue!,chapters/02-Divide-and-Conquer.qmd,1078,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n^2)
MATH-0290,2,The Worst Case Problem: Randomization to the Rescue!,chapters/02-Divide-and-Conquer.qmd,1078,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n log n)
MATH-0291,2,The Worst Case Problem: Randomization to the Rescue!,chapters/02-Divide-and-Conquer.qmd,1078,OTHER,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- Reverse sorted: deterministic → randomized
MATH-0292,2,The Worst Case Problem: Randomization to the Rescue!,chapters/02-Divide-and-Conquer.qmd,1079,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n^2)
MATH-0293,2,The Worst Case Problem: Randomization to the Rescue!,chapters/02-Divide-and-Conquer.qmd,1079,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n log n)
MATH-0294,2,The Worst Case Problem: Randomization to the Rescue!,chapters/02-Divide-and-Conquer.qmd,1079,OTHER,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- Any adversarial input: deterministic → randomized
MATH-0295,2,QuickSort vs Merge Sort: The Showdown,chapters/02-Divide-and-Conquer.qmd,1160,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n log n)
MATH-0296,2,QuickSort vs Merge Sort: The Showdown,chapters/02-Divide-and-Conquer.qmd,1164,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n log n)
MATH-0297,2,QuickSort vs Merge Sort: The Showdown,chapters/02-Divide-and-Conquer.qmd,1164,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n^2)
MATH-0298,2,QuickSort vs Merge Sort: The Showdown,chapters/02-Divide-and-Conquer.qmd,1165,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n log n)
MATH-0299,2,QuickSort vs Merge Sort: The Showdown,chapters/02-Divide-and-Conquer.qmd,1166,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n log n)
MATH-0300,2,QuickSort vs Merge Sort: The Showdown,chapters/02-Divide-and-Conquer.qmd,1167,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n)
MATH-0301,2,QuickSort vs Merge Sort: The Showdown,chapters/02-Divide-and-Conquer.qmd,1167,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(log n)
MATH-0302,2,QuickSort vs Merge Sort: The Showdown,chapters/02-Divide-and-Conquer.qmd,1177,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n log n)
MATH-0303,2,QuickSort vs Merge Sort: The Showdown,chapters/02-Divide-and-Conquer.qmd,1180,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(1)
MATH-0304,2,Optimizing QuickSort for Production,chapters/02-Divide-and-Conquer.qmd,1242,INEQUALITY,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,Standard partition creates two regions: ≤ pivot and > pivot. But what if we have many equal elements?
MATH-0305,2,Optimizing QuickSort for Production,chapters/02-Divide-and-Conquer.qmd,1289,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n)
MATH-0306,2,Optimizing QuickSort for Production,chapters/02-Divide-and-Conquer.qmd,1289,OTHER,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- Example: array of only 10 distinct values → nearly performance!
MATH-0307,2,Recurrence Relations: The Language of Recursion,chapters/02-Divide-and-Conquer.qmd,1340,RECURRENCE,native_math,native_math,display,YES,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,T(n)=aT\!\left(\frac{n}{b}\right)+f(n). $$ {#eq-divide-conquer-general}
MATH-0308,2,Recurrence Relations: The Language of Recursion,chapters/02-Divide-and-Conquer.qmd,1344,OTHER,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,a
MATH-0309,2,Recurrence Relations: The Language of Recursion,chapters/02-Divide-and-Conquer.qmd,1344,INEQUALITY,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,b>1
MATH-0310,2,Recurrence Relations: The Language of Recursion,chapters/02-Divide-and-Conquer.qmd,1344,OTHER,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,f(n)
MATH-0311,2,Recurrence Relations: The Language of Recursion,chapters/02-Divide-and-Conquer.qmd,1350,RECURRENCE,native_math,native_math,display,NO,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,T(n)=2T\!\left(\frac n2\right)+O(n).
MATH-0312,2,Recurrence Relations: The Language of Recursion,chapters/02-Divide-and-Conquer.qmd,1354,ALGORITHM_FORMULA,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,n/2
MATH-0313,2,Recurrence Relations: The Language of Recursion,chapters/02-Divide-and-Conquer.qmd,1358,RECURRENCE,native_math,native_math,display,NO,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,"T(n)=2T\!\left(\frac n2\right)+O(n),"
MATH-0314,2,Recurrence Relations: The Language of Recursion,chapters/02-Divide-and-Conquer.qmd,1366,RECURRENCE,native_math,native_math,display,NO,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,"T(n)=2T\!\left(\frac n2\right)+O(1),"
MATH-0315,2,Recurrence Relations: The Language of Recursion,chapters/02-Divide-and-Conquer.qmd,1374,RECURRENCE,native_math,native_math,display,NO,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,"T(n)=T\!\left(\frac n2\right)+O(1),"
MATH-0316,2,Method 1: Recursion Tree (Visual),chapters/02-Divide-and-Conquer.qmd,1388,RECURRENCE,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,**Example:** T(n) = 2T(n/2) + cn
MATH-0317,2,Method 1: Recursion Tree (Visual),chapters/02-Divide-and-Conquer.qmd,1390,ASYMPTOTIC_BOUND,technical_block,native_math,display,NO,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,Level 0: cn Total: cn Level 1: cn/2 cn/2 Total: cn Level 2: cn/4 cn/4 cn/4 cn/4 Total: cn Level 3: cn/8 cn/8... (8 terms) Total: cn ... Level log n: (n terms of c each) Total: cn Tree height: log₂(n) Work per level: cn Total work: cn × log n = O(n log n)
MATH-0318,2,Method 2: Substitution (Guess and Verify),chapters/02-Divide-and-Conquer.qmd,1418,RECURRENCE,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,**Example:** T(n) = 2T(n/2) + n
MATH-0319,2,Method 2: Substitution (Guess and Verify),chapters/02-Divide-and-Conquer.qmd,1420,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n log n)
MATH-0320,2,Method 2: Substitution (Guess and Verify),chapters/02-Divide-and-Conquer.qmd,1420,RECURRENCE,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,"**Guess:** T(n) = , so T(n) ≤ cn log n"
MATH-0321,2,Method 2: Substitution (Guess and Verify),chapters/02-Divide-and-Conquer.qmd,1424,INEQUALITY,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,_Base case:_ T(1) = c₁ ≤ c · 1 · log 1 = 0... This doesn't work! We need T(1) ≤ c for some constant c.
MATH-0322,2,Method 2: Substitution (Guess and Verify),chapters/02-Divide-and-Conquer.qmd,1426,RECURRENCE,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,_Refined guess:_ T(n) ≤ cn log n + d
MATH-0323,2,Method 2: Substitution (Guess and Verify),chapters/02-Divide-and-Conquer.qmd,1446,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n log n)
MATH-0324,2,Method 2: Substitution (Guess and Verify),chapters/02-Divide-and-Conquer.qmd,1446,RECURRENCE,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,Therefore T(n) = ✓
MATH-0325,2,The Master Theorem,chapters/02-Divide-and-Conquer.qmd,1456,OTHER,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,a\ge1
MATH-0326,2,The Master Theorem,chapters/02-Divide-and-Conquer.qmd,1456,INEQUALITY,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,b>1
MATH-0327,2,The Master Theorem,chapters/02-Divide-and-Conquer.qmd,1456,OTHER,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,f(n)
MATH-0328,2,The Master Theorem,chapters/02-Divide-and-Conquer.qmd,1456,RECURRENCE,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,T(n)
MATH-0329,2,The Master Theorem,chapters/02-Divide-and-Conquer.qmd,1458,RECURRENCE,native_math,native_math,display,YES,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,T(n)=aT\!\left(\frac n b\right)+f(n). $$ {#eq-master-theorem}
MATH-0330,2,The Master Theorem,chapters/02-Divide-and-Conquer.qmd,1464,ALGORITHM_FORMULA,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,f(n)=O\!\left(n^{\log_b a-\epsilon}\right)
MATH-0331,2,The Master Theorem,chapters/02-Divide-and-Conquer.qmd,1464,INEQUALITY,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,\epsilon>0
MATH-0332,2,The Master Theorem,chapters/02-Divide-and-Conquer.qmd,1466,RECURRENCE,native_math,native_math,display,NO,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,T(n)=\Theta\!\left(n^{\log_b a}\right).
MATH-0333,2,The Master Theorem,chapters/02-Divide-and-Conquer.qmd,1470,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,f(n)=\Theta\!\left(n^{\log_b a}\right)
MATH-0334,2,The Master Theorem,chapters/02-Divide-and-Conquer.qmd,1472,RECURRENCE,native_math,native_math,display,NO,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,T(n)=\Theta\!\left(n^{\log_b a}\log n\right).
MATH-0335,2,The Master Theorem,chapters/02-Divide-and-Conquer.qmd,1476,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,f(n)=\Omega\!\left(n^{\log_b a+\epsilon}\right)
MATH-0336,2,The Master Theorem,chapters/02-Divide-and-Conquer.qmd,1476,INEQUALITY,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,\epsilon>0
MATH-0337,2,The Master Theorem,chapters/02-Divide-and-Conquer.qmd,1478,INEQUALITY,native_math,native_math,display,NO,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,a f\!\left(\frac n b\right)\le c f(n)
MATH-0338,2,The Master Theorem,chapters/02-Divide-and-Conquer.qmd,1482,INEQUALITY,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,c<1
MATH-0339,2,The Master Theorem,chapters/02-Divide-and-Conquer.qmd,1482,OTHER,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,n
MATH-0340,2,The Master Theorem,chapters/02-Divide-and-Conquer.qmd,1484,RECURRENCE,native_math,native_math,display,NO,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,T(n)=\Theta\!\left(f(n)\right).
MATH-0341,2,The Master Theorem,chapters/02-Divide-and-Conquer.qmd,1488,ALGORITHM_FORMULA,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,n^{\log_b a}
MATH-0342,2,The Master Theorem,chapters/02-Divide-and-Conquer.qmd,1488,OTHER,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,f(n)
MATH-0343,2,Understanding the Master Theorem Intuitively,chapters/02-Divide-and-Conquer.qmd,1505,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,\Theta(n^(log_b(a)))
MATH-0344,2,Understanding the Master Theorem Intuitively,chapters/02-Divide-and-Conquer.qmd,1505,ALGORITHM_FORMULA,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- **Case 1:** Recursion dominates → Answer is
MATH-0345,2,Understanding the Master Theorem Intuitively,chapters/02-Divide-and-Conquer.qmd,1506,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,\Theta(n^(log_b(a)) log n)
MATH-0346,2,Understanding the Master Theorem Intuitively,chapters/02-Divide-and-Conquer.qmd,1506,ALGORITHM_FORMULA,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- **Case 2:** Recursion and f(n) are balanced → Answer is
MATH-0347,2,Understanding the Master Theorem Intuitively,chapters/02-Divide-and-Conquer.qmd,1507,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,\Theta(f(n))
MATH-0348,2,Understanding the Master Theorem Intuitively,chapters/02-Divide-and-Conquer.qmd,1507,ALGORITHM_FORMULA,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- **Case 3:** f(n) dominates → Answer is
MATH-0349,2,Example 1: Merge Sort,chapters/02-Divide-and-Conquer.qmd,1521,RECURRENCE,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,**Recurrence:** T(n) = 2T(n/2) + n
MATH-0350,2,Example 1: Merge Sort,chapters/02-Divide-and-Conquer.qmd,1527,ALGORITHM_FORMULA,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- f(n) = n
MATH-0351,2,Example 1: Merge Sort,chapters/02-Divide-and-Conquer.qmd,1531,ALGORITHM_FORMULA,native_math,native_math,display,NO,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,\log_b a=\log_2 2=1.
MATH-0352,2,Example 1: Merge Sort,chapters/02-Divide-and-Conquer.qmd,1537,ASYMPTOTIC_BOUND,native_math,native_math,display,NO,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,"f(n)=n=n^{\log_b a}, \qquad f(n)=\Theta\!\left(n^{\log_b a}\right)."
MATH-0353,2,Example 1: Merge Sort,chapters/02-Divide-and-Conquer.qmd,1546,RECURRENCE,native_math,native_math,display,NO,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,T(n)=\Theta\!\left(n^{\log_b a}\log n\right) =\Theta(n\log n).
MATH-0354,2,Example 2: Binary Search,chapters/02-Divide-and-Conquer.qmd,1555,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(1)
MATH-0355,2,Example 2: Binary Search,chapters/02-Divide-and-Conquer.qmd,1555,RECURRENCE,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,**Recurrence:** T(n) = T(n/2) +
MATH-0356,2,Example 2: Binary Search,chapters/02-Divide-and-Conquer.qmd,1561,ALGORITHM_FORMULA,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- f(n) = 1
MATH-0357,2,Example 2: Binary Search,chapters/02-Divide-and-Conquer.qmd,1565,ALGORITHM_FORMULA,native_math,native_math,display,NO,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,\log_b a=\log_2 1=0.
MATH-0358,2,Example 2: Binary Search,chapters/02-Divide-and-Conquer.qmd,1571,ASYMPTOTIC_BOUND,native_math,native_math,display,NO,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,"f(n)=1=n^{\log_b a}=n^0, \qquad f(n)=\Theta\!\left(n^{\log_b a}\right)."
MATH-0359,2,Example 2: Binary Search,chapters/02-Divide-and-Conquer.qmd,1580,RECURRENCE,native_math,native_math,display,NO,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,T(n)=\Theta(n^0\log n)=\Theta(\log n).
MATH-0360,2,Example 2: Binary Search,chapters/02-Divide-and-Conquer.qmd,1584,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(log n)
MATH-0361,2,Example 3: Finding Maximum (Divide & Conquer),chapters/02-Divide-and-Conquer.qmd,1588,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(1)
MATH-0362,2,Example 3: Finding Maximum (Divide & Conquer),chapters/02-Divide-and-Conquer.qmd,1588,RECURRENCE,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,**Recurrence:** T(n) = 2T(n/2) +
MATH-0363,2,Example 3: Finding Maximum (Divide & Conquer),chapters/02-Divide-and-Conquer.qmd,1594,ALGORITHM_FORMULA,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- f(n) = 1
MATH-0364,2,Example 3: Finding Maximum (Divide & Conquer),chapters/02-Divide-and-Conquer.qmd,1598,ALGORITHM_FORMULA,native_math,native_math,display,NO,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,\log_b a=\log_2 2=1.
MATH-0365,2,Example 3: Finding Maximum (Divide & Conquer),chapters/02-Divide-and-Conquer.qmd,1615,RECURRENCE,native_math,native_math,display,NO,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,T(n)=\Theta\!\left(n^{\log_b a}\right)=\Theta(n).
MATH-0366,2,Example 4: Strassen's Matrix Multiplication (Preview),chapters/02-Divide-and-Conquer.qmd,1623,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n^2)
MATH-0367,2,Example 4: Strassen's Matrix Multiplication (Preview),chapters/02-Divide-and-Conquer.qmd,1623,RECURRENCE,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,**Recurrence:** T(n) = 7T(n/2) +
MATH-0368,2,Example 4: Strassen's Matrix Multiplication (Preview),chapters/02-Divide-and-Conquer.qmd,1629,ALGORITHM_FORMULA,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- f(n) = n² (combining results)
MATH-0369,2,Example 4: Strassen's Matrix Multiplication (Preview),chapters/02-Divide-and-Conquer.qmd,1633,ALGORITHM_FORMULA,native_math,native_math,display,NO,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,\log_b a=\log_2 7\approx2.807.
MATH-0370,2,Example 4: Strassen's Matrix Multiplication (Preview),chapters/02-Divide-and-Conquer.qmd,1650,RECURRENCE,native_math,native_math,display,NO,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,T(n)=\Theta\!\left(n^{\log_2 7}\right)\approx\Theta(n^{2.807}).
MATH-0371,2,Example 4: Strassen's Matrix Multiplication (Preview),chapters/02-Divide-and-Conquer.qmd,1654,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n^3)
MATH-0372,2,Example 5: A Contrived Case 3 Example,chapters/02-Divide-and-Conquer.qmd,1658,RECURRENCE,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,**Recurrence:** T(n) = 2T(n/2) + n²
MATH-0373,2,Example 5: A Contrived Case 3 Example,chapters/02-Divide-and-Conquer.qmd,1664,ALGORITHM_FORMULA,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- f(n) = n²
MATH-0374,2,Example 5: A Contrived Case 3 Example,chapters/02-Divide-and-Conquer.qmd,1668,ALGORITHM_FORMULA,native_math,native_math,display,NO,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,\log_b a=\log_2 2=1.
MATH-0375,2,Example 5: A Contrived Case 3 Example,chapters/02-Divide-and-Conquer.qmd,1681,INEQUALITY,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,**Check regularity condition:** af(n/b) ≤ cf(n)
