chapter,section,source_file,item_type,description,claimed_algorithm,claimed_complexity,implementation_language,implementation_present,runnable,verification_status,citation_required,source_required,severity,recommended_action,notes
2,Average Case: O(n log n),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,Average Case: O(n log n),,O(n log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1078
2,Average Case: O(n log n),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,"More complex analysis: Even with random pivots, average case is O(n log n)",,O(n log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1080
2,Average Case: O(n log n),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,"- Expected number of levels until all partitions are ""good"": O(log n)",,O(log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1087
2,Average Case: O(n log n),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,- Work per level: O(n),,O(n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1088
2,Average Case: O(n log n),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,- Total: O(n log n),,O(n log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1089
2,Average Case: O(n log n),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,"Key insight: We don't need perfect splits to get O(n log n) performance, just ""reasonably balanced"" ones!",,O(n log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1091
2,The Worst Case Problem: Randomization to the Rescue!,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,MATHEMATICAL_CLAIM,The Worst Case Problem: Randomization to the Rescue!,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1093
2,The Worst Case Problem: Randomization to the Rescue!,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,The worst case O(n²) behavior is unacceptable for a production sorting algorithm. How do we avoid it?,,O(n²),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1095
2,The Worst Case Problem: Randomization to the Rescue!,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,CODE,Fenced block at lines 1102-1135,,O(n²) O(n log n) O(n²),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,The Worst Case Problem: Randomization to the Rescue!,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,MATHEMATICAL_CLAIM,- Probability of worst case: (1/n!)^(log n) ≈ astronomically small,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1142
2,The Worst Case Problem: Randomization to the Rescue!,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,- Expected running time: O(n log n) regardless of input order,,O(n log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1143
2,The Worst Case Problem: Randomization to the Rescue!,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,MATHEMATICAL_CLAIM,- No bad inputs exist! Every input has the same expected performance,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1144
2,The Worst Case Problem: Randomization to the Rescue!,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,- Sorted array: O(n²) deterministic → O(n log n) randomized,,O(n²) O(n log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1148
2,The Worst Case Problem: Randomization to the Rescue!,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,- Reverse sorted: O(n²) deterministic → O(n log n) randomized,,O(n²) O(n log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1149
2,The Worst Case Problem: Randomization to the Rescue!,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,- Any adversarial input: O(n²) deterministic → O(n log n) randomized,,O(n²) O(n log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1150
2,The Worst Case Problem: Randomization to the Rescue!,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,MATHEMATICAL_CLAIM,This is a powerful idea: randomization eliminates worst-case inputs!,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1152
2,Alternative Pivot Selection Strategies,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,CODE,Fenced block at lines 1161-1180,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Alternative Pivot Selection Strategies,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,CODE,Fenced block at lines 1192-1206,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Alternative Pivot Selection Strategies,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,CODE,Fenced block at lines 1218-1224,,O(n),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,QuickSort vs Merge Sort: The Showdown,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,Let's compare our two O(n log n) algorithms:,,O(n log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1231
2,QuickSort vs Merge Sort: The Showdown,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,|Worst-case time|O(n log n) ✓|O(n²) ✗ (but O(n log n) expected with randomization)|,,O(n log n) O(n²) O(n log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1235
2,QuickSort vs Merge Sort: The Showdown,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,|Best-case time|O(n log n)|O(n log n) ✓|,,O(n log n) O(n log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1236
2,QuickSort vs Merge Sort: The Showdown,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,|Average-case time|O(n log n)|O(n log n) ✓|,,O(n log n) O(n log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1237
2,QuickSort vs Merge Sort: The Showdown,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,|Space complexity|O(n)|O(log n) ✓|,,O(n) O(log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1238
2,QuickSort vs Merge Sort: The Showdown,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,- Need guaranteed O(n log n) time,,O(n log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1248
2,QuickSort vs Merge Sort: The Showdown,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,- Linked lists (can be done in O(1) space),,O(1),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1251
2,Optimizing QuickSort for Production,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,CODE,Fenced block at lines 1280-1302,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Optimizing QuickSort for Production,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,CODE,Fenced block at lines 1318-1353,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Optimizing QuickSort for Production,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,- Example: array of only 10 distinct values → nearly O(n) performance!,,O(n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1360
2,Optimizing QuickSort for Production,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,CODE,Fenced block at lines 1365-1380,,O(n) O(log n) O(log n),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Optimizing QuickSort for Production,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,MATHEMATICAL_CLAIM,- Prevents stack overflow on worst-case inputs,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1386
2,Recurrence Relations and The Master Theorem,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PROOF,Recurrence Relations and The Master Theorem,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1391
2,Why We Need Better Analysis Tools,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,MATHEMATICAL_CLAIM,"This works, but it's tedious and error-prone. What if we had a formula that could instantly tell us the complexity of most divide and conquer algorithms?",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1401
2,Why We Need Better Analysis Tools,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PROOF,Enter the Master Theorem—one of the most powerful tools in algorithm analysis.,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1403
2,Recurrence Relations: The Language of Recursion,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1412-1417,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Recurrence Relations: The Language of Recursion,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1425-1430,,O(n) O(n),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Recurrence Relations: The Language of Recursion,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,MATHEMATICAL_CLAIM,QuickSort (best case):,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1433
2,Recurrence Relations: The Language of Recursion,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1436-1438,,O(n),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Recurrence Relations: The Language of Recursion,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1444-1449,,O(1) O(1),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Recurrence Relations: The Language of Recursion,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1455-1460,,O(1) O(1),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Solving Recurrences: Multiple Methods,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PROOF,"Before we get to the Master Theorem, let's see other solution techniques:",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1465
2,Method 1: Recursion Tree (Visual),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1474-1483,,O(n log n),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Method 2: Substitution (Guess and Verify),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,"Guess: T(n) = O(n log n), so T(n) ≤ cn log n",,O(n log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1503
2,Method 2: Substitution (Guess and Verify),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PROOF,Proof by induction:,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1505
2,Method 2: Substitution (Guess and Verify),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1514-1526,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Method 2: Substitution (Guess and Verify),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,Therefore T(n) = O(n log n) ✓,,O(n log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1529
2,Method 3: Master Theorem (The Power Tool!),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PROOF,Method 3: Master Theorem (The Power Tool!),,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1533
2,Method 3: Master Theorem (The Power Tool!),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PROOF,The Master Theorem provides a cookbook for solving many common recurrences instantly.,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1535
2,The Master Theorem,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PROOF,The Master Theorem,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1537
2,The Master Theorem,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PROOF,"Theorem: Let a ≥ 1 and b > 1 be constants, let f(n) be a function, and let T(n) be defined on non-negative integers by the recurrence:",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1539
2,The Master Theorem,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1542-1542,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,The Master Theorem,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,"Case 1: If f(n) = O(n^(logb(a) - ε)) for some constant ε > 0, then:",,O(n^(logb(a),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1547
2,The Master Theorem,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1550-1550,,Θ(n^(logb(a),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,The Master Theorem,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,"Case 2: If f(n) = Θ(n^(logb(a))), then:",,Θ(n^(logb(a),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1553
2,The Master Theorem,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1556-1556,,Θ(n^(logb(a),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,The Master Theorem,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,"Case 3: If f(n) = Ω(n^(logb(a) + ε)) for some constant ε > 0, AND if af(n/b) ≤ cf(n) for some constant c < 1 and sufficiently large n, then:",,Ω(n^(logb(a),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1559
2,The Master Theorem,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1562-1562,,Θ(f(n),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Understanding the Master Theorem Intuitively,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PROOF,Understanding the Master Theorem Intuitively,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1567
2,Understanding the Master Theorem Intuitively,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PROOF,The Master Theorem compares two quantities:,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1569
2,Understanding the Master Theorem Intuitively,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,- Case 1: Recursion dominates → Answer is Θ(n^(logb(a))),,Θ(n^(logb(a),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1580
2,Understanding the Master Theorem Intuitively,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,- Case 2: Recursion and f(n) are balanced → Answer is Θ(n^(logb(a)) log n),,Θ(n^(logb(a),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1581
2,Understanding the Master Theorem Intuitively,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,- Case 3: f(n) dominates → Answer is Θ(f(n)),,Θ(f(n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1582
2,Master Theorem Examples,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PROOF,Master Theorem Examples,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1590
2,Master Theorem Examples,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PROOF,Let's apply the Master Theorem to algorithms we know:,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1592
2,Example 1: Merge Sort,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1607-1607,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Example 1: Merge Sort,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1613-1616,,Θ(n^(logb(a),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Example 1: Merge Sort,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1624-1626,,Θ(n^(logb(a) Θ(n¹ log n) Θ(n log n),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Example 2: Binary Search,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,Recurrence: T(n) = T(n/2) + O(1),,O(1),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1633
2,Example 2: Binary Search,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1644-1644,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Example 2: Binary Search,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1650-1653,,Θ(1) Θ(n^(logb(a),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Example 2: Binary Search,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1661-1661,,Θ(n⁰ log n) Θ(log n),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Example 2: Binary Search,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,Perfect! Binary search is O(log n).,,O(log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1664
2,Example 3: Finding Maximum (Divide & Conquer),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,Recurrence: T(n) = 2T(n/2) + O(1),,O(1),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1668
2,Example 3: Finding Maximum (Divide & Conquer),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1679-1679,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Example 3: Finding Maximum (Divide & Conquer),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1685-1688,,O(n⁰) O(n^(1-ε),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Example 3: Finding Maximum (Divide & Conquer),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1696-1698,,Θ(n^(logb(a) Θ(n¹) Θ(n),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Example 4: Strassen's Matrix Multiplication (Preview),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,Recurrence: T(n) = 7T(n/2) + O(n²),,O(n²),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1705
2,Example 4: Strassen's Matrix Multiplication (Preview),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1716-1716,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Example 4: Strassen's Matrix Multiplication (Preview),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1722-1725,,O(n²) O(n^(2.807 - ε),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Example 4: Strassen's Matrix Multiplication (Preview),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1733-1734,,Θ(n^(log₂(7) Θ(n^2.807),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Example 4: Strassen's Matrix Multiplication (Preview),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,COMPLEXITY,Better than naive O(n³) matrix multiplication!,,O(n³),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1737
2,Example 5: A Contrived Case 3 Example,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1752-1752,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Example 5: A Contrived Case 3 Example,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1758-1761,,Ω(n^(1+ε),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Example 5: A Contrived Case 3 Example,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1767-1771,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,Example 5: A Contrived Case 3 Example,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PSEUDOCODE,Fenced block at lines 1779-1780,,Θ(f(n) Θ(n²),UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
2,When Master Theorem Doesn't Apply,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PROOF,When Master Theorem Doesn't Apply,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1785
2,When Master Theorem Doesn't Apply,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/02-Divide-and-Conquer.qmd,PROOF,The Master Theorem is powerful but not universal. It cannot be used when:,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1787
