chapter,section,source_file,language,block_type,fenced_correctly,syntax_highlightable,line_length_issue,execution_possible,expected_output_present,formatting_problem,recommended_style,notes,phase5_block_id,phase5_status
2,Application 3: Matrix Multiplication (Strassen's Algorithm),chapters/02-Divide-and-Conquer.qmd,UNLABELED,DATA,YES,NO,NO,NO,NO,NONE,data-example,lines 2169-2176; 6 content lines,ch02-b073,CLASSIFIED
2,Application 3: Matrix Multiplication (Strassen's Algorithm),chapters/02-Divide-and-Conquer.qmd,UNLABELED,PSEUDOCODE,YES,NO,NO,NO,NO,NONE,algorithm,lines 2180-2196; 15 content lines,ch02-b074,CLASSIFIED
2,Application 4: Fast Fourier Transform (FFT),chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 2223-2261; 37 content lines,ch02-b075,CLASSIFIED
2,Application 4: Fast Fourier Transform (FFT),chapters/02-Divide-and-Conquer.qmd,UNLABELED,INLINE_EXAMPLE,YES,NO,NO,NO,NO,NONE,inline-example,lines 2265-2268; 2 content lines,ch02-b076,CLASSIFIED
2,Building a Production-Quality Sorting Library,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 2280-2483; 202 content lines,ch02-b077,CLASSIFIED
2,Performance Benchmarking,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 2489-2635; 145 content lines,ch02-b078,CLASSIFIED
2,Common Implementation Pitfalls,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 2677-2687; 9 content lines,ch02-b079,CLASSIFIED
2,Common Implementation Pitfalls,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 2693-2701; 7 content lines,ch02-b080,CLASSIFIED
2,Common Implementation Pitfalls,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 2707-2717; 9 content lines,ch02-b081,CLASSIFIED
2,Common Implementation Pitfalls,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 2723-2731; 7 content lines,ch02-b082,CLASSIFIED
2,Parallel Divide and Conquer,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 2743-2784; 40 content lines,ch02-b083,CLASSIFIED
2,Cache-Oblivious Algorithms,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 2803-2822; 18 content lines,ch02-b084,CLASSIFIED
2,When to Use Each Algorithm,chapters/02-Divide-and-Conquer.qmd,UNLABELED,PSEUDOCODE,YES,NO,NO,NO,NO,NONE,algorithm,lines 2912-2927; 14 content lines,ch02-b085,CLASSIFIED
2,Programming Problems,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 3043-3050; 6 content lines,ch02-b086,CLASSIFIED
2,Programming Problems,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 3066-3082; 15 content lines,ch02-b087,CLASSIFIED
2,Programming Problems,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 3092-3107; 14 content lines,ch02-b088,CLASSIFIED
2,Programming Problems,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 3117-3127; 9 content lines,ch02-b089,CLASSIFIED
2,Challenge Problems,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 3145-3160; 14 content lines,ch02-b090,CLASSIFIED
2,Challenge Problems,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 3174-3190; 15 content lines,ch02-b091,CLASSIFIED
3,Core Heap Operations,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 120-231; 110 content lines,ch03-b001,CLASSIFIED
3,The Magic of O(n) Heap Construction,chapters/03-Data-Structures-for-Efficiency.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 248-255; 6 content lines,ch03-b002,CLASSIFIED
3,Advanced Heap Operations,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 259-323; 63 content lines,ch03-b003,CLASSIFIED
3,Application 1: K Largest Elements,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 329-371; 41 content lines,ch03-b004,CLASSIFIED
3,Application 2: Median Maintenance,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 375-414; 38 content lines,ch03-b005,CLASSIFIED
3,The Balance Problem,chapters/03-Data-Structures-for-Efficiency.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 426-441; 14 content lines,ch03-b006,CLASSIFIED
3,The Balance Problem,chapters/03-Data-Structures-for-Efficiency.qmd,UNLABELED,TEXT_DIAGRAM,YES,NO,NO,NO,NO,NONE,text-diagram,lines 445-454; 8 content lines,ch03-b007,CLASSIFIED
3,AVL Tree Implementation,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 466-661; 194 content lines,ch03-b008,CLASSIFIED
3,Red-Black Trees: A Different Balance,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 682-827; 144 content lines,ch03-b009,CLASSIFIED
3,The Dream of Constant Time,chapters/03-Data-Structures-for-Efficiency.qmd,UNLABELED,INLINE_EXAMPLE,YES,NO,NO,NO,NO,NONE,inline-example,lines 839-841; 1 content lines,ch03-b010,CLASSIFIED
3,Hash Function Design,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 851-978; 126 content lines,ch03-b011,CLASSIFIED
3,Strategy 2: Open Addressing,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1001-1083; 81 content lines,ch03-b012,CLASSIFIED
3,Cuckoo Hashing - Worst-Case O(1) Lookup,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1089-1166; 76 content lines,ch03-b013,CLASSIFIED
3,Consistent Hashing - Distributed Systems,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1170-1230; 59 content lines,ch03-b014,CLASSIFIED
3,Method 1: Aggregate Analysis,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1252-1290; 37 content lines,ch03-b015,CLASSIFIED
3,Method 2: Accounting Method,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1296-1310; 13 content lines,ch03-b016,CLASSIFIED
3,Method 3: Potential Method,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1316-1335; 18 content lines,ch03-b017,CLASSIFIED
3,Union-Find: Amortization in Action,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1339-1392; 52 content lines,ch03-b018,CLASSIFIED
3,Fibonacci Heaps - Theoretical Optimality,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1402-1493; 90 content lines,ch03-b019,CLASSIFIED
3,Skip Lists - Probabilistic Balance,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1497-1583; 85 content lines,ch03-b020,CLASSIFIED
3,Bloom Filters - Space-Efficient Membership,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1587-1654; 66 content lines,ch03-b021,CLASSIFIED
3,Building a Production-Ready Library,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1662-1673; 10 content lines,ch03-b022,CLASSIFIED
3,Comprehensive Testing Suite,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1677-1787; 109 content lines,ch03-b023,CLASSIFIED
3,Performance Benchmarking Framework,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1791-1914; 122 content lines,ch03-b024,CLASSIFIED
3,Real-World Application: LRU Cache,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1918-2038; 119 content lines,ch03-b025,CLASSIFIED
3,Implementation Problems,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 2056-2068; 11 content lines,ch03-b026,CLASSIFIED
3,Implementation Problems,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 2072-2084; 11 content lines,ch03-b027,CLASSIFIED
3,Implementation Problems,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 2088-2100; 11 content lines,ch03-b028,CLASSIFIED
4,Implementation and Proof,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 163-234; 70 content lines,ch04-b001,CLASSIFIED
4,Weighted Activity Selection,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 240-272; 31 content lines,ch04-b002,CLASSIFIED
4,Interval Partitioning,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 278-352; 73 content lines,ch04-b003,CLASSIFIED
4,Building the Huffman Tree,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 368-559; 190 content lines,ch04-b004,CLASSIFIED
4,Example: Compressing Text,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 563-598; 34 content lines,ch04-b005,CLASSIFIED
4,Kruskal's Algorithm - Edge-Centric Greedy,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 617-706; 88 content lines,ch04-b006,CLASSIFIED
4,Prim's Algorithm - Vertex-Centric Greedy,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 710-824; 113 content lines,ch04-b007,CLASSIFIED
4,MST Properties and Proofs,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 828-884; 55 content lines,ch04-b008,CLASSIFIED
4,Single-Source Shortest Paths,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 894-1093; 198 content lines,ch04-b009,CLASSIFIED
4,Common Pitfalls,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1101-1193; 91 content lines,ch04-b010,CLASSIFIED
4,Proving Greedy Correctness,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1197-1278; 80 content lines,ch04-b011,CLASSIFIED
4,Comprehensive Implementation,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1286-1448; 161 content lines,ch04-b012,CLASSIFIED
4,Testing and Benchmarking,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1452-1569; 116 content lines,ch04-b013,CLASSIFIED
4,Implementation Problems,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1587-1601; 13 content lines,ch04-b014,CLASSIFIED
4,Implementation Problems,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1605-1618; 12 content lines,ch04-b015,CLASSIFIED
4,Implementation Problems,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1622-1636; 13 content lines,ch04-b016,CLASSIFIED
5,Fibonacci: A Cautionary Tale,chapters/05-Dynamic-Programming.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 78-84; 5 content lines,ch05-b001,CLASSIFIED
5,Fibonacci: A Cautionary Tale,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 88-112; 23 content lines,ch05-b002,CLASSIFIED
5,Fibonacci: A Cautionary Tale,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 116-124; 7 content lines,ch05-b003,CLASSIFIED
5,Counting the Catastrophe,chapters/05-Dynamic-Programming.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 145-151; 5 content lines,ch05-b004,CLASSIFIED
5,Enter Dynamic Programming: Memoization,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 174-205; 30 content lines,ch05-b005,CLASSIFIED
5,Enter Dynamic Programming: Memoization,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 215-220; 4 content lines,ch05-b006,CLASSIFIED
5,The Two Fundamental Properties,chapters/05-Dynamic-Programming.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 241-245; 3 content lines,ch05-b007,CLASSIFIED
5,The Two Fundamental Properties,chapters/05-Dynamic-Programming.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 251-258; 6 content lines,ch05-b008,CLASSIFIED
5,Tabulation: The Bottom-Up Alternative,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 266-301; 34 content lines,ch05-b009,CLASSIFIED
5,Tabulation: The Bottom-Up Alternative,chapters/05-Dynamic-Programming.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 305-316; 10 content lines,ch05-b010,CLASSIFIED
5,Space Optimization: Using Only What You Need,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 336-359; 22 content lines,ch05-b011,CLASSIFIED
5,A Systematic Approach to DP Problems,chapters/05-Dynamic-Programming.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 428-437; 8 content lines,ch05-b012,CLASSIFIED
5,A Systematic Approach to DP Problems,chapters/05-Dynamic-Programming.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 441-447; 5 content lines,ch05-b013,CLASSIFIED
5,Step 1: Characterize the Structure of Optimal Solutions,chapters/05-Dynamic-Programming.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 468-482; 13 content lines,ch05-b014,CLASSIFIED
5,Step 2: Define the Recurrence Relation Precisely,chapters/05-Dynamic-Programming.qmd,UNLABELED,PSEUDOCODE,YES,NO,NO,NO,NO,NONE,algorithm,lines 490-505; 14 content lines,ch05-b015,CLASSIFIED
5,Step 3: Identify Overlapping Subproblems,chapters/05-Dynamic-Programming.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 511-527; 15 content lines,ch05-b016,CLASSIFIED
5,Step 4: Implement Bottom-Up (Tabulation),chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 535-580; 44 content lines,ch05-b017,CLASSIFIED
5,Step 4: Implement Bottom-Up (Tabulation),chapters/05-Dynamic-Programming.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 584-597; 12 content lines,ch05-b018,CLASSIFIED
5,Step 5: Extract the Solution (Which Items to Take),chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 611-649; 37 content lines,ch05-b019,CLASSIFIED
5,Step 5: Extract the Solution (Which Items to Take),chapters/05-Dynamic-Programming.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 653-672; 18 content lines,ch05-b020,CLASSIFIED
5,Step 6: Optimize Space (When Possible),chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 678-710; 31 content lines,ch05-b021,CLASSIFIED
5,Step 6: Optimize Space (When Possible),chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 714-732; 17 content lines,ch05-b022,CLASSIFIED
5,The Longest Common Subsequence (LCS) Problem,chapters/05-Dynamic-Programming.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 780-786; 5 content lines,ch05-b023,CLASSIFIED
5,Developing the Solution,chapters/05-Dynamic-Programming.qmd,UNLABELED,INLINE_EXAMPLE,YES,NO,NO,NO,NO,NONE,inline-example,lines 836-838; 1 content lines,ch05-b024,CLASSIFIED
5,Developing the Solution,chapters/05-Dynamic-Programming.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 846-851; 4 content lines,ch05-b025,CLASSIFIED
5,Matrix Chain Implementation,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 861-924; 62 content lines,ch05-b026,CLASSIFIED
5,Tracing Through an Example,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 928-948; 19 content lines,ch05-b027,CLASSIFIED
5,1. **Interval DP**,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 976-1011; 34 content lines,ch05-b028,CLASSIFIED
5,2. **Tree DP**,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1017-1040; 22 content lines,ch05-b029,CLASSIFIED
5,3. **Digit DP**,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1046-1079; 32 content lines,ch05-b030,CLASSIFIED
5,1. **Rolling Array**,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1087-1099; 11 content lines,ch05-b031,CLASSIFIED
5,2. **State Compression**,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1105-1144; 38 content lines,ch05-b032,CLASSIFIED
5,3. **Divide and Conquer Optimization**,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1150-1158; 7 content lines,ch05-b033,CLASSIFIED
5,Project Structure,chapters/05-Dynamic-Programming.qmd,UNLABELED,TEXT_DIAGRAM,YES,NO,NO,NO,NO,NONE,text-diagram,lines 1189-1219; 29 content lines,ch05-b034,CLASSIFIED
5,Core Implementation: DP Base Class,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1223-1378; 154 content lines,ch05-b035,CLASSIFIED
5,Example: Knapsack Implementation,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1382-1469; 86 content lines,ch05-b036,CLASSIFIED
5,Visualization Component,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1473-1566; 92 content lines,ch05-b037,CLASSIFIED
5,Real-World Example: DNA Alignment Tool,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1570-1669; 98 content lines,ch05-b038,CLASSIFIED
5,Testing Suite,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1673-1780; 106 content lines,ch05-b039,CLASSIFIED
5,Programming Problems,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1798-1810; 11 content lines,ch05-b040,CLASSIFIED
5,Programming Problems,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1814-1826; 11 content lines,ch05-b041,CLASSIFIED
5,Programming Problems,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1830-1842; 11 content lines,ch05-b042,CLASSIFIED
5,Implementation Challenges,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1848-1860; 11 content lines,ch05-b043,CLASSIFIED
5,Implementation Challenges,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1864-1872; 7 content lines,ch05-b044,CLASSIFIED
5,Implementation Challenges,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1876-1887; 10 content lines,ch05-b045,CLASSIFIED
6,The Implementation,chapters/06-Randomized-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 232-253; 20 content lines,ch06-b001,CLASSIFIED
6,How Miller-Rabin Works (Intuitive Explanation),chapters/06-Randomized-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 312-367; 54 content lines,ch06-b002,CLASSIFIED
6,The Birthday Paradox: When Intuition Fails,chapters/06-Randomized-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 417-451; 33 content lines,ch06-b003,CLASSIFIED
6,Amplification: Making Algorithms More Reliable,chapters/06-Randomized-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 470-499; 28 content lines,ch06-b004,CLASSIFIED
6,The Implementation,chapters/06-Randomized-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 560-597; 36 content lines,ch06-b005,CLASSIFIED
6,The Carter-Wegman Construction,chapters/06-Randomized-Algorithms.qmd,UNLABELED,INLINE_EXAMPLE,YES,NO,NO,NO,NO,NONE,inline-example,lines 664-666; 1 content lines,ch06-b006,CLASSIFIED
6,The Carter-Wegman Construction,chapters/06-Randomized-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 676-777; 100 content lines,ch06-b007,CLASSIFIED
6,Understanding Bloom Filter Parameters,chapters/06-Randomized-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 827-963; 135 content lines,ch06-b008,CLASSIFIED
6,Why It Works (Intuitive Explanation),chapters/06-Randomized-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1012-1100; 87 content lines,ch06-b009,CLASSIFIED
6,The Solution: Count-Min Sketch,chapters/06-Randomized-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1122-1220; 97 content lines,ch06-b010,CLASSIFIED
6,Expected Value: The Average Case,chapters/06-Randomized-Algorithms.qmd,UNLABELED,PSEUDOCODE,YES,NO,NO,NO,NO,NONE,algorithm,lines 1261-1267; 5 content lines,ch06-b011,CLASSIFIED
6,Chernoff Bounds: Much Stronger Guarantees,chapters/06-Randomized-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1310-1426; 115 content lines,ch06-b012,CLASSIFIED
6,The Elegant Randomized Solution,chapters/06-Randomized-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1462-1594; 131 content lines,ch06-b013,CLASSIFIED
6,Estimating π with Random Points,chapters/06-Randomized-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1618-1675; 56 content lines,ch06-b014,CLASSIFIED
6,The Problem,chapters/06-Randomized-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1699-1752; 52 content lines,ch06-b015,CLASSIFIED
6,A/B Testing with Statistical Significance,chapters/06-Randomized-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1758-1858; 99 content lines,ch06-b016,CLASSIFIED
7,Boolean Satisfiability (SAT),chapters/07-Computational-Complexity.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 286-298; 11 content lines,ch07-b001,CLASSIFIED
7,The Knapsack Problem (Decision Version),chapters/07-Computational-Complexity.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 338-349; 10 content lines,ch07-b002,CLASSIFIED
7,3-SAT: The Special Case,chapters/07-Computational-Complexity.qmd,UNLABELED,INLINE_EXAMPLE,YES,NO,NO,NO,NO,NONE,inline-example,lines 377-381; 3 content lines,ch07-b003,CLASSIFIED
7,The Clique Problem,chapters/07-Computational-Complexity.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 395-400; 4 content lines,ch07-b004,CLASSIFIED
7,Step 1: Show Vertex Cover is in NP,chapters/07-Computational-Complexity.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 425-437; 11 content lines,ch07-b005,CLASSIFIED
7,Step 3: Construct the Reduction,chapters/07-Computational-Complexity.qmd,UNLABELED,TEXT_DIAGRAM,YES,NO,NO,NO,NO,NONE,text-diagram,lines 450-458; 7 content lines,ch07-b006,CLASSIFIED
7,Step 3: Construct the Reduction,chapters/07-Computational-Complexity.qmd,UNLABELED,INLINE_EXAMPLE,YES,NO,NO,NO,NO,NONE,inline-example,lines 461-465; 3 content lines,ch07-b007,CLASSIFIED
7,Example: 2-Approximation for Vertex Cover,chapters/07-Computational-Complexity.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 498-520; 21 content lines,ch07-b008,CLASSIFIED
7,Example: SAT Solvers,chapters/07-Computational-Complexity.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 555-590; 34 content lines,ch07-b009,CLASSIFIED
