block_id,chapter,section,source_file,current_language,semantic_type,executable,complete_or_fragment,title_needed,caption_needed,line_numbers,print_style,html_style,epub_style,overflow_risk,special_handling,status,notes
ch02-b050,2,Example 4: Strassen's Matrix Multiplication (Preview),chapters/02-Divide-and-Conquer.qmd,UNLABELED,PSEUDOCODE,NO,FRAGMENT,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 1649-1654; 4 content lines
ch02-b051,2,Example 4: Strassen's Matrix Multiplication (Preview),chapters/02-Divide-and-Conquer.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 1660-1663; 2 content lines
ch02-b052,2,Example 5: A Contrived Case 3 Example,chapters/02-Divide-and-Conquer.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 1679-1681; 1 content lines
ch02-b053,2,Example 5: A Contrived Case 3 Example,chapters/02-Divide-and-Conquer.qmd,UNLABELED,PSEUDOCODE,NO,FRAGMENT,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 1685-1690; 4 content lines
ch02-b054,2,Example 5: A Contrived Case 3 Example,chapters/02-Divide-and-Conquer.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 1694-1700; 5 content lines
ch02-b055,2,Example 5: A Contrived Case 3 Example,chapters/02-Divide-and-Conquer.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 1706-1709; 2 content lines
ch02-b056,2,When Master Theorem Doesn't Apply,chapters/02-Divide-and-Conquer.qmd,UNLABELED,OTHER,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 1721-1732; 10 content lines
ch02-b057,2,When Master Theorem Doesn't Apply,chapters/02-Divide-and-Conquer.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 1738-1741; 2 content lines
ch02-b058,2,When Master Theorem Doesn't Apply,chapters/02-Divide-and-Conquer.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 1747-1751; 3 content lines
ch02-b059,2,When Master Theorem Doesn't Apply,chapters/02-Divide-and-Conquer.qmd,UNLABELED,OTHER,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 1757-1766; 8 content lines
ch02-b060,2,Master Theorem Cheat Sheet,chapters/02-Divide-and-Conquer.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 1776-1778; 1 content lines
ch02-b061,2,Akra-Bazzi Method (Generalized Master Theorem),chapters/02-Divide-and-Conquer.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 1865-1869; 3 content lines
ch02-b062,2,Generating Functions,chapters/02-Divide-and-Conquer.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 1875-1879; 3 content lines
ch02-b063,2,Application 1: Fast Integer Multiplication (Karatsuba Algorithm),chapters/02-Divide-and-Conquer.qmd,UNLABELED,PSEUDOCODE,NO,FRAGMENT,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 1899-1904; 4 content lines
ch02-b064,2,Application 1: Fast Integer Multiplication (Karatsuba Algorithm),chapters/02-Divide-and-Conquer.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 1910-1915; 4 content lines
ch02-b065,2,Application 1: Fast Integer Multiplication (Karatsuba Algorithm),chapters/02-Divide-and-Conquer.qmd,UNLABELED,OTHER,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 1919-1931; 11 content lines
ch02-b066,2,Application 1: Fast Integer Multiplication (Karatsuba Algorithm),chapters/02-Divide-and-Conquer.qmd,UNLABELED,OTHER,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 1935-1944; 8 content lines
ch02-b067,2,Application 1: Fast Integer Multiplication (Karatsuba Algorithm),chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1948-1982; 33 content lines
ch02-b068,2,Application 1: Fast Integer Multiplication (Karatsuba Algorithm),chapters/02-Divide-and-Conquer.qmd,UNLABELED,OTHER,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 1986-1996; 9 content lines
ch02-b069,2,Application 2: Closest Pair of Points,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 2012-2024; 11 content lines
ch02-b070,2,Application 2: Closest Pair of Points,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 2028-2123; 94 content lines
ch02-b071,2,Application 2: Closest Pair of Points,chapters/02-Divide-and-Conquer.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 2137-2143; 5 content lines
ch02-b072,2,Application 3: Matrix Multiplication (Strassen's Algorithm),chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 2151-2163; 11 content lines
ch02-b073,2,Application 3: Matrix Multiplication (Strassen's Algorithm),chapters/02-Divide-and-Conquer.qmd,UNLABELED,DATA,NO,FRAGMENT,NO,NO,NO,data-example,data-example,data-example,LOW,NONE,CLASSIFIED,lines 2169-2176; 6 content lines
ch02-b074,2,Application 3: Matrix Multiplication (Strassen's Algorithm),chapters/02-Divide-and-Conquer.qmd,UNLABELED,PSEUDOCODE,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 2180-2196; 15 content lines
ch02-b075,2,Application 4: Fast Fourier Transform (FFT),chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 2223-2261; 37 content lines
ch02-b076,2,Application 4: Fast Fourier Transform (FFT),chapters/02-Divide-and-Conquer.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 2265-2268; 2 content lines
ch02-b077,2,Building a Production-Quality Sorting Library,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 2280-2483; 202 content lines
ch02-b078,2,Performance Benchmarking,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 2489-2635; 145 content lines
ch02-b079,2,Common Implementation Pitfalls,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 2677-2687; 9 content lines
ch02-b080,2,Common Implementation Pitfalls,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,FRAGMENT,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 2693-2701; 7 content lines
ch02-b081,2,Common Implementation Pitfalls,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 2707-2717; 9 content lines
ch02-b082,2,Common Implementation Pitfalls,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,FRAGMENT,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 2723-2731; 7 content lines
ch02-b083,2,Parallel Divide and Conquer,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 2743-2784; 40 content lines
ch02-b084,2,Cache-Oblivious Algorithms,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 2803-2822; 18 content lines
ch02-b085,2,When to Use Each Algorithm,chapters/02-Divide-and-Conquer.qmd,UNLABELED,PSEUDOCODE,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 2912-2927; 14 content lines
ch02-b086,2,Programming Problems,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,FRAGMENT,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 3043-3050; 6 content lines
ch02-b087,2,Programming Problems,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 3066-3082; 15 content lines
ch02-b088,2,Programming Problems,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 3092-3107; 14 content lines
ch02-b089,2,Programming Problems,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 3117-3127; 9 content lines
ch02-b090,2,Challenge Problems,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 3145-3160; 14 content lines
ch02-b091,2,Challenge Problems,chapters/02-Divide-and-Conquer.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 3174-3190; 15 content lines
ch03-b001,3,Core Heap Operations,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 120-231; 110 content lines
ch03-b002,3,The Magic of O(n) Heap Construction,chapters/03-Data-Structures-for-Efficiency.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 248-255; 6 content lines
ch03-b003,3,Advanced Heap Operations,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 259-323; 63 content lines
ch03-b004,3,Application 1: K Largest Elements,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 329-371; 41 content lines
ch03-b005,3,Application 2: Median Maintenance,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 375-414; 38 content lines
ch03-b006,3,The Balance Problem,chapters/03-Data-Structures-for-Efficiency.qmd,UNLABELED,OTHER,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 426-441; 14 content lines
ch03-b007,3,The Balance Problem,chapters/03-Data-Structures-for-Efficiency.qmd,UNLABELED,TEXT_DIAGRAM,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,text-diagram,text-diagram,text-diagram,LOW,NONE,CLASSIFIED,lines 445-454; 8 content lines
ch03-b008,3,AVL Tree Implementation,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 466-661; 194 content lines
ch03-b009,3,Red-Black Trees: A Different Balance,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 682-827; 144 content lines
ch03-b010,3,The Dream of Constant Time,chapters/03-Data-Structures-for-Efficiency.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 839-841; 1 content lines
ch03-b011,3,Hash Function Design,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 851-978; 126 content lines
ch03-b012,3,Strategy 2: Open Addressing,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1001-1083; 81 content lines
ch03-b013,3,Cuckoo Hashing - Worst-Case O(1) Lookup,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1089-1166; 76 content lines
ch03-b014,3,Consistent Hashing - Distributed Systems,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1170-1230; 59 content lines
ch03-b015,3,Method 1: Aggregate Analysis,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1252-1290; 37 content lines
ch03-b016,3,Method 2: Accounting Method,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1296-1310; 13 content lines
ch03-b017,3,Method 3: Potential Method,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1316-1335; 18 content lines
ch03-b018,3,Union-Find: Amortization in Action,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1339-1392; 52 content lines
ch03-b019,3,Fibonacci Heaps - Theoretical Optimality,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1402-1493; 90 content lines
ch03-b020,3,Skip Lists - Probabilistic Balance,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1497-1583; 85 content lines
ch03-b021,3,Bloom Filters - Space-Efficient Membership,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1587-1654; 66 content lines
ch03-b022,3,Building a Production-Ready Library,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1662-1673; 10 content lines
ch03-b023,3,Comprehensive Testing Suite,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1677-1787; 109 content lines
ch03-b024,3,Performance Benchmarking Framework,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1791-1914; 122 content lines
ch03-b025,3,Real-World Application: LRU Cache,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1918-2038; 119 content lines
ch03-b026,3,Implementation Problems,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 2056-2068; 11 content lines
ch03-b027,3,Implementation Problems,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 2072-2084; 11 content lines
ch03-b028,3,Implementation Problems,chapters/03-Data-Structures-for-Efficiency.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 2088-2100; 11 content lines
ch04-b001,4,Implementation and Proof,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 163-234; 70 content lines
ch04-b002,4,Weighted Activity Selection,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 240-272; 31 content lines
ch04-b003,4,Interval Partitioning,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 278-352; 73 content lines
ch04-b004,4,Building the Huffman Tree,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 368-559; 190 content lines
ch04-b005,4,Example: Compressing Text,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 563-598; 34 content lines
ch04-b006,4,Kruskal's Algorithm - Edge-Centric Greedy,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 617-706; 88 content lines
ch04-b007,4,Prim's Algorithm - Vertex-Centric Greedy,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 710-824; 113 content lines
ch04-b008,4,MST Properties and Proofs,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 828-884; 55 content lines
ch04-b009,4,Single-Source Shortest Paths,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 894-1093; 198 content lines
ch04-b010,4,Common Pitfalls,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1101-1193; 91 content lines
ch04-b011,4,Proving Greedy Correctness,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1197-1278; 80 content lines
ch04-b012,4,Comprehensive Implementation,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1286-1448; 161 content lines
ch04-b013,4,Testing and Benchmarking,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1452-1569; 116 content lines
ch04-b014,4,Implementation Problems,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1587-1601; 13 content lines
ch04-b015,4,Implementation Problems,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1605-1618; 12 content lines
ch04-b016,4,Implementation Problems,chapters/04-Greedy-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1622-1636; 13 content lines
ch05-b001,5,Fibonacci: A Cautionary Tale,chapters/05-Dynamic-Programming.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 78-84; 5 content lines
ch05-b002,5,Fibonacci: A Cautionary Tale,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 88-112; 23 content lines
ch05-b003,5,Fibonacci: A Cautionary Tale,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,FRAGMENT,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 116-124; 7 content lines
ch05-b004,5,Counting the Catastrophe,chapters/05-Dynamic-Programming.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 145-151; 5 content lines
ch05-b005,5,Enter Dynamic Programming: Memoization,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 174-205; 30 content lines
ch05-b006,5,Enter Dynamic Programming: Memoization,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,FRAGMENT,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 215-220; 4 content lines
ch05-b007,5,The Two Fundamental Properties,chapters/05-Dynamic-Programming.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 241-245; 3 content lines
ch05-b008,5,The Two Fundamental Properties,chapters/05-Dynamic-Programming.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 251-258; 6 content lines
ch05-b009,5,Tabulation: The Bottom-Up Alternative,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 266-301; 34 content lines
ch05-b010,5,Tabulation: The Bottom-Up Alternative,chapters/05-Dynamic-Programming.qmd,UNLABELED,OTHER,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 305-316; 10 content lines
ch05-b011,5,Space Optimization: Using Only What You Need,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 336-359; 22 content lines
ch05-b012,5,A Systematic Approach to DP Problems,chapters/05-Dynamic-Programming.qmd,UNLABELED,OTHER,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 428-437; 8 content lines
ch05-b013,5,A Systematic Approach to DP Problems,chapters/05-Dynamic-Programming.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 441-447; 5 content lines
ch05-b014,5,Step 1: Characterize the Structure of Optimal Solutions,chapters/05-Dynamic-Programming.qmd,UNLABELED,OTHER,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 468-482; 13 content lines
ch05-b015,5,Step 2: Define the Recurrence Relation Precisely,chapters/05-Dynamic-Programming.qmd,UNLABELED,PSEUDOCODE,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 490-505; 14 content lines
ch05-b016,5,Step 3: Identify Overlapping Subproblems,chapters/05-Dynamic-Programming.qmd,UNLABELED,OTHER,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 511-527; 15 content lines
ch05-b017,5,Step 4: Implement Bottom-Up (Tabulation),chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 535-580; 44 content lines
