block_id,chapter,section,semantic_type,source_file,source_lines,expected_to_render,pdf_start_page,pdf_end_page,first_meaningful_line_found,last_meaningful_line_found,visible_content_found,verification_method,status
ch05-b027,5,1. Interval DP,program-code,chapters/05-Dynamic-Programming.qmd,976-1011,YES,244,244,YES,YES,YES,first and last source signatures,PASS
ch05-b028,5,2. Tree DP,program-code,chapters/05-Dynamic-Programming.qmd,1017-1040,YES,245,245,YES,YES,YES,first and last source signatures,PASS
ch05-b029,5,3. Digit DP,program-code,chapters/05-Dynamic-Programming.qmd,1046-1079,YES,245,246,YES,YES,YES,first and last source signatures,PASS
ch05-b030,5,1. Rolling Array,program-code,chapters/05-Dynamic-Programming.qmd,1087-1099,YES,246,246,YES,YES,YES,first and last source signatures,PASS
ch05-b031,5,2. State Compression,program-code,chapters/05-Dynamic-Programming.qmd,1105-1144,YES,211,579,YES,YES,YES,first and last source signatures,PASS
ch05-b032,5,3. Divide and Conquer Optimization,program-code,chapters/05-Dynamic-Programming.qmd,1150-1158,YES,247,247,YES,YES,YES,first and last source signatures,PASS
ch05-b033,5,Project Structure,text-diagram,chapters/05-Dynamic-Programming.qmd,1189-1219,YES,4,249,YES,YES,YES,first and last source signatures,PASS
ch05-b034,5,Core Implementation: DP Base Class,program-code,chapters/05-Dynamic-Programming.qmd,1223-1378,YES,248,251,YES,YES,YES,first and last source signatures,PASS
ch05-b035,5,Example: Knapsack Implementation,program-code,chapters/05-Dynamic-Programming.qmd,1382-1469,YES,252,253,YES,YES,YES,first and last source signatures,PASS
ch05-b036,5,Visualization Component,program-code,chapters/05-Dynamic-Programming.qmd,1473-1566,YES,253,255,YES,YES,YES,first and last source signatures,PASS
ch05-b037,5,Real-World Example: DNA Alignment Tool,program-code,chapters/05-Dynamic-Programming.qmd,1570-1669,YES,248,529,YES,YES,YES,first and last source signatures,PASS
ch05-b038,5,Testing Suite,program-code,chapters/05-Dynamic-Programming.qmd,1673-1780,YES,248,391,YES,YES,YES,first and last source signatures,PASS
ch05-b039,5,Programming Problems,program-code,chapters/05-Dynamic-Programming.qmd,1798-1810,YES,260,260,YES,YES,YES,first and last source signatures,PASS
ch05-b040,5,Programming Problems,program-code,chapters/05-Dynamic-Programming.qmd,1814-1826,YES,260,260,YES,YES,YES,first and last source signatures,PASS
ch05-b041,5,Programming Problems,program-code,chapters/05-Dynamic-Programming.qmd,1830-1842,YES,260,260,YES,YES,YES,first and last source signatures,PASS
ch05-b042,5,Implementation Challenges,program-code,chapters/05-Dynamic-Programming.qmd,1848-1860,YES,261,261,YES,YES,YES,first and last source signatures,PASS
ch05-b043,5,Implementation Challenges,program-code,chapters/05-Dynamic-Programming.qmd,1864-1872,YES,261,261,YES,YES,YES,first and last source signatures,PASS
ch05-b044,5,Implementation Challenges,program-code,chapters/05-Dynamic-Programming.qmd,1876-1887,YES,261,261,YES,YES,YES,first and last source signatures,PASS
ch06-b001,6,The Implementation,program-code,chapters/06-Randomized-Algorithms.qmd,232-253,YES,31,269,YES,YES,YES,first and last source signatures,PASS
ch06-b002,6,How Miller-Rabin Works (Intuitive Explanation),program-code,chapters/06-Randomized-Algorithms.qmd,312-367,YES,270,271,YES,YES,YES,first and last source signatures,PASS
ch06-b003,6,The Birthday Paradox: When Intuition Fails,program-code,chapters/06-Randomized-Algorithms.qmd,417-451,YES,272,273,YES,YES,YES,first and last source signatures,PASS
ch06-b004,6,Amplification: Making Algorithms More Reliable,program-code,chapters/06-Randomized-Algorithms.qmd,470-499,YES,273,273,YES,YES,YES,first and last source signatures,PASS
ch06-b005,6,The Implementation,program-code,chapters/06-Randomized-Algorithms.qmd,560-597,YES,31,275,YES,YES,YES,first and last source signatures,PASS
ch06-b006,6,The Carter-Wegman Construction,program-code,chapters/06-Randomized-Algorithms.qmd,677-778,YES,31,279,YES,YES,YES,first and last source signatures,PASS
ch06-b007,6,Understanding Bloom Filter Parameters,program-code,chapters/06-Randomized-Algorithms.qmd,828-964,YES,31,282,YES,YES,YES,first and last source signatures,PASS
ch06-b008,6,Why It Works (Intuitive Explanation),program-code,chapters/06-Randomized-Algorithms.qmd,1013-1101,YES,31,285,YES,YES,YES,first and last source signatures,PASS
ch06-b009,6,The Solution: Count-Min Sketch,program-code,chapters/06-Randomized-Algorithms.qmd,1123-1221,YES,285,287,YES,YES,YES,first and last source signatures,PASS
ch06-b010,6,Expected Value: The Average Case,algorithm,chapters/06-Randomized-Algorithms.qmd,1262-1268,YES,288,288,YES,YES,YES,first and last source signatures,PASS
ch06-b011,6,Chernoff Bounds: Much Stronger Guarantees,program-code,chapters/06-Randomized-Algorithms.qmd,1311-1427,YES,31,290,YES,YES,YES,first and last source signatures,PASS
ch06-b012,6,The Elegant Randomized Solution,program-code,chapters/06-Randomized-Algorithms.qmd,1463-1595,YES,31,293,YES,YES,YES,first and last source signatures,PASS
ch06-b013,6,Estimating π with Random Points,program-code,chapters/06-Randomized-Algorithms.qmd,1619-1676,YES,31,295,YES,YES,YES,first and last source signatures,PASS
ch06-b014,6,The Problem,program-code,chapters/06-Randomized-Algorithms.qmd,1700-1753,YES,296,296,YES,YES,YES,first and last source signatures,PASS
ch06-b015,6,A/B Testing with Statistical Significance,program-code,chapters/06-Randomized-Algorithms.qmd,1759-1859,YES,297,298,YES,YES,YES,first and last source signatures,PASS
ch07-b001,7,Boolean Satisfiability (SAT),technical-other,chapters/07-Computational-Complexity.qmd,286-298,YES,308,308,YES,YES,YES,first and last source signatures,PASS
ch07-b002,7,The Knapsack Problem (Decision Version),technical-other,chapters/07-Computational-Complexity.qmd,338-349,YES,309,309,YES,YES,YES,first and last source signatures,PASS
ch07-b003,7,The Clique Problem,technical-other,chapters/07-Computational-Complexity.qmd,395-400,YES,309,309,YES,YES,YES,first and last source signatures,PASS
ch07-b004,7,Step 1: Show Vertex Cover is in NP,program-code,chapters/07-Computational-Complexity.qmd,425-437,YES,310,310,YES,YES,YES,first and last source signatures,PASS
ch07-b005,7,Step 3: Construct the Reduction,text-diagram,chapters/07-Computational-Complexity.qmd,450-458,YES,311,311,YES,YES,YES,first and last source signatures,PASS
ch07-b006,7,Step 3: Construct the Reduction,inline-example,chapters/07-Computational-Complexity.qmd,461-465,YES,311,311,YES,YES,YES,first and last source signatures,PASS
ch07-b007,7,Example: 2-Approximation for Vertex Cover,program-code,chapters/07-Computational-Complexity.qmd,498-520,YES,312,327,YES,YES,YES,first and last source signatures,PASS
ch07-b008,7,Example: SAT Solvers,program-code,chapters/07-Computational-Complexity.qmd,555-590,YES,313,313,YES,YES,YES,first and last source signatures,PASS
ch07-b009,7,Strategy 5: Randomization,program-code,chapters/07-Computational-Complexity.qmd,600-623,YES,314,314,YES,YES,YES,first and last source signatures,PASS
ch07-b010,7,The Complexity Hierarchy,text-diagram,chapters/07-Computational-Complexity.qmd,728-744,YES,316,316,YES,YES,YES,first and last source signatures,PASS
ch07-b011,7,Implementation Exercises,program-code,chapters/07-Computational-Complexity.qmd,847-868,YES,318,318,YES,YES,YES,first and last source signatures,PASS
ch07-b012,7,Implementation Exercises,program-code,chapters/07-Computational-Complexity.qmd,873-891,YES,318,338,YES,YES,YES,first and last source signatures,PASS
ch07-b013,7,Implementation Exercises,program-code,chapters/07-Computational-Complexity.qmd,896-904,YES,319,319,YES,YES,YES,first and last source signatures,PASS
ch08-b001,8,The Lemonade Stand Location Problem,program-code,chapters/08-Approximation-Algorithms.qmd,80-110,YES,324,324,YES,YES,YES,first and last source signatures,PASS
ch08-b002,8,The Naive Approach,program-code,chapters/08-Approximation-Algorithms.qmd,202-221,YES,327,327,YES,YES,YES,first and last source signatures,PASS
ch08-b003,8,The Greedy 2-Approximation,program-code,chapters/08-Approximation-Algorithms.qmd,229-270,YES,312,328,YES,YES,YES,first and last source signatures,PASS
ch08-b004,8,An Improved Algorithm: Maximum Matching,program-code,chapters/08-Approximation-Algorithms.qmd,296-315,YES,329,329,YES,YES,YES,first and last source signatures,PASS
ch08-b005,8,Can We Do Better Than 2?,program-code,chapters/08-Approximation-Algorithms.qmd,323-355,YES,329,330,YES,YES,YES,first and last source signatures,PASS
ch08-b006,8,The 2-Approximation Algorithm,program-code,chapters/08-Approximation-Algorithms.qmd,376-459,YES,330,332,YES,YES,YES,first and last source signatures,PASS
ch08-b007,8,Christofides Algorithm: 1.5-Approximation,program-code,chapters/08-Approximation-Algorithms.qmd,485-590,YES,332,334,YES,YES,YES,first and last source signatures,PASS
ch08-b008,8,The Greedy Algorithm,program-code,chapters/08-Approximation-Algorithms.qmd,614-661,YES,318,336,YES,YES,YES,first and last source signatures,PASS
ch08-b009,8,The Weighted Version,program-code,chapters/08-Approximation-Algorithms.qmd,683-722,YES,336,337,YES,YES,YES,first and last source signatures,PASS
ch08-b010,8,MAX-CUT: A Simple Randomized Algorithm,program-code,chapters/08-Approximation-Algorithms.qmd,749-819,YES,31,339,YES,YES,YES,first and last source signatures,PASS
ch08-b011,8,MAX-SAT: Randomized Rounding,program-code,chapters/08-Approximation-Algorithms.qmd,831-887,YES,339,340,YES,YES,YES,first and last source signatures,PASS
ch08-b012,8,The Method of Conditional Expectations,program-code,chapters/08-Approximation-Algorithms.qmd,898-936,YES,340,341,YES,YES,YES,first and last source signatures,PASS
ch08-b013,8,Vertex Cover via LP Relaxation,program-code,chapters/08-Approximation-Algorithms.qmd,948-1008,YES,341,342,YES,YES,YES,first and last source signatures,PASS
ch08-b014,8,Set Cover via LP Relaxation,program-code,chapters/08-Approximation-Algorithms.qmd,1012-1057,YES,51,343,YES,YES,YES,first and last source signatures,PASS
ch08-b015,8,Knapsack: A Classic FPTAS,program-code,chapters/08-Approximation-Algorithms.qmd,1089-1155,YES,344,345,YES,YES,YES,first and last source signatures,PASS
ch08-b016,8,Euclidean TSP: A PTAS,program-code,chapters/08-Approximation-Algorithms.qmd,1166-1211,YES,346,346,YES,YES,YES,first and last source signatures,PASS
ch08-b017,8,Inapproximability Results,program-code,chapters/08-Approximation-Algorithms.qmd,1235-1284,YES,347,348,YES,YES,YES,first and last source signatures,PASS
ch08-b018,8,The PCP Theorem,program-code,chapters/08-Approximation-Algorithms.qmd,1290-1313,YES,348,348,YES,YES,YES,first and last source signatures,PASS
ch08-b019,8,APX-Completeness,program-code,chapters/08-Approximation-Algorithms.qmd,1319-1350,YES,348,349,YES,YES,YES,first and last source signatures,PASS
ch08-b020,8,A Complete Approximation Algorithm Toolkit,program-code,chapters/08-Approximation-Algorithms.qmd,1358-1451,YES,349,351,YES,YES,YES,first and last source signatures,PASS
ch08-b021,8,Implementation Problems,program-code,chapters/08-Approximation-Algorithms.qmd,1485-1504,YES,352,352,YES,YES,YES,first and last source signatures,PASS
ch08-b022,8,Implementation Problems,program-code,chapters/08-Approximation-Algorithms.qmd,1507-1522,YES,352,352,YES,YES,YES,first and last source signatures,PASS
ch09-b001,9,The Basic Idea,algorithm,chapters/09-Advanced-Graph-Algorithms.qmd,162-171,YES,362,362,YES,YES,YES,first and last source signatures,PASS
ch09-b002,9,Edmonds-Karp: Breadth-First Augmenting Paths,program-code,chapters/09-Advanced-Graph-Algorithms.qmd,238-423,YES,363,366,YES,YES,YES,first and last source signatures,PASS
ch09-b003,9,The Algorithm,algorithm,chapters/09-Advanced-Graph-Algorithms.qmd,467-486,YES,368,368,YES,YES,YES,first and last source signatures,PASS
ch09-b004,9,The Algorithm,technical-other,chapters/09-Advanced-Graph-Algorithms.qmd,489-494,YES,368,368,YES,YES,YES,first and last source signatures,PASS
ch09-b005,9,The Algorithm,inline-example,chapters/09-Advanced-Graph-Algorithms.qmd,497-499,YES,368,368,YES,YES,YES,first and last source signatures,PASS
ch09-b006,9,Why Does This Work?,program-code,chapters/09-Advanced-Graph-Algorithms.qmd,516-653,YES,52,371,YES,YES,YES,first and last source signatures,PASS
ch09-b007,9,Implementation,program-code,chapters/09-Advanced-Graph-Algorithms.qmd,712-817,YES,372,374,YES,YES,YES,first and last source signatures,PASS
ch09-b008,9,Hall's Marriage Theorem,inline-example,chapters/09-Advanced-Graph-Algorithms.qmd,832-836,YES,374,374,NO,NO,YES,section anchor plus full contact-sheet visual sweep; signatures extraction-limited,PASS
ch09-b009,9,Successive Shortest Paths Algorithm,algorithm,chapters/09-Advanced-Graph-Algorithms.qmd,876-886,YES,376,376,YES,YES,YES,first and last source signatures,PASS
ch09-b010,9,Implementation,program-code,chapters/09-Advanced-Graph-Algorithms.qmd,896-1046,YES,52,379,YES,YES,YES,first and last source signatures,PASS
ch09-b011,9,Cycle-Canceling Algorithm,algorithm,chapters/09-Advanced-Graph-Algorithms.qmd,1052-1057,YES,379,379,YES,YES,YES,first and last source signatures,PASS
ch09-b012,9,Architecture,text-diagram,chapters/09-Advanced-Graph-Algorithms.qmd,1145-1163,YES,5,381,YES,YES,YES,first and last source signatures,PASS
ch09-b013,9,Core Network Class,program-code,chapters/09-Advanced-Graph-Algorithms.qmd,1167-1302,YES,380,383,YES,YES,YES,first and last source signatures,PASS
ch09-b014,9,Algorithm Interface,program-code,chapters/09-Advanced-Graph-Algorithms.qmd,1306-1334,YES,351,384,YES,YES,YES,first and last source signatures,PASS
ch09-b015,9,Application: Matching Solver,program-code,chapters/09-Advanced-Graph-Algorithms.qmd,1338-1455,YES,380,386,YES,YES,YES,first and last source signatures,PASS
ch09-b016,9,Visualization Module,program-code,chapters/09-Advanced-Graph-Algorithms.qmd,1459-1571,YES,380,388,YES,YES,YES,first and last source signatures,PASS
ch09-b017,9,Command-Line Interface,program-code,chapters/09-Advanced-Graph-Algorithms.qmd,1575-1660,YES,388,390,YES,YES,YES,first and last source signatures,PASS
ch09-b018,9,Testing Suite,program-code,chapters/09-Advanced-Graph-Algorithms.qmd,1664-1741,YES,390,391,YES,YES,YES,first and last source signatures,PASS
ch10-b001,10,The Setup,technical-other,chapters/10-String-Processing-Algorithms.qmd,42-50,YES,396,396,YES,YES,YES,first and last source signatures,PASS
ch10-b002,10,The Naive Approach,program-code,chapters/10-String-Processing-Algorithms.qmd,56-80,YES,397,408,YES,YES,YES,first and last source signatures,PASS
ch10-b003,10,The Naive Approach,program-code,chapters/10-String-Processing-Algorithms.qmd,88-95,YES,397,397,YES,YES,YES,first and last source signatures,PASS
ch10-b004,10,The Big Idea,technical-other,chapters/10-String-Processing-Algorithms.qmd,115-132,YES,396,398,YES,YES,YES,first and last source signatures,PASS
ch10-b005,10,The Failure Function (Longest Proper Prefix-Suffix),technical-other,chapters/10-String-Processing-Algorithms.qmd,146-156,YES,398,398,YES,YES,YES,first and last source signatures,PASS
ch10-b006,10,The Failure Function (Longest Proper Prefix-Suffix),technical-other,chapters/10-String-Processing-Algorithms.qmd,160-171,YES,398,399,YES,YES,YES,first and last source signatures,PASS
ch10-b007,10,Computing the Failure Function,program-code,chapters/10-String-Processing-Algorithms.qmd,177-210,YES,399,403,YES,YES,YES,first and last source signatures,PASS
ch10-b008,10,Computing the Failure Function,technical-other,chapters/10-String-Processing-Algorithms.qmd,214-237,YES,400,400,YES,YES,YES,first and last source signatures,PASS
ch10-b009,10,The KMP Search Algorithm,program-code,chapters/10-String-Processing-Algorithms.qmd,245-287,YES,400,408,YES,YES,YES,first and last source signatures,PASS
ch10-b010,10,Complete KMP Example Trace,technical-other,chapters/10-String-Processing-Algorithms.qmd,293-336,YES,401,416,YES,YES,YES,first and last source signatures,PASS
ch10-b011,10,Full Implementation with Examples,program-code,chapters/10-String-Processing-Algorithms.qmd,345-526,YES,402,405,YES,YES,YES,first and last source signatures,PASS
ch10-b012,10,Rolling Hash Function,algorithm,chapters/10-String-Processing-Algorithms.qmd,549-555,YES,406,406,YES,YES,YES,first and last source signatures,PASS
ch10-b013,10,Rolling Hash Function,technical-other,chapters/10-String-Processing-Algorithms.qmd,558-564,YES,406,406,YES,YES,YES,first and last source signatures,PASS
ch10-b014,10,Implementation,program-code,chapters/10-String-Processing-Algorithms.qmd,586-819,YES,407,411,YES,YES,YES,first and last source signatures,PASS
ch10-b015,10,What's a Suffix?,technical-other,chapters/10-String-Processing-Algorithms.qmd,846-856,YES,411,411,YES,YES,YES,first and last source signatures,PASS
ch10-b016,10,Building a Suffix Array (Naive),program-code,chapters/10-String-Processing-Algorithms.qmd,876-894,YES,412,414,YES,YES,YES,first and last source signatures,PASS
ch10-b017,10,Building a Suffix Array Efficiently,program-code,chapters/10-String-Processing-Algorithms.qmd,904-1147,YES,413,427,YES,YES,YES,first and last source signatures,PASS
ch10-b018,10,Applications of Suffix Arrays,program-code,chapters/10-String-Processing-Algorithms.qmd,1152-1158,YES,417,417,YES,YES,YES,first and last source signatures,PASS
ch10-b019,10,Applications of Suffix Arrays,program-code,chapters/10-String-Processing-Algorithms.qmd,1161-1181,YES,418,418,YES,YES,YES,first and last source signatures,PASS
ch10-b020,10,What's a Suffix Tree?,terminal,chapters/10-String-Processing-Algorithms.qmd,1197-1207,YES,411,411,NO,NO,YES,section anchor plus full contact-sheet visual sweep; signatures extraction-limited,PASS
ch10-b021,10,DNA Sequence Matching,program-code,chapters/10-String-Processing-Algorithms.qmd,1234-1256,YES,419,419,YES,YES,YES,first and last source signatures,PASS
ch10-b022,10,DNA Sequence Matching,program-code,chapters/10-String-Processing-Algorithms.qmd,1259-1268,YES,419,419,YES,YES,YES,first and last source signatures,PASS
ch10-b023,10,Read Alignment,program-code,chapters/10-String-Processing-Algorithms.qmd,1274-1305,YES,420,420,YES,YES,YES,first and last source signatures,PASS
ch10-b024,10,Detecting Tandem Repeats,program-code,chapters/10-String-Processing-Algorithms.qmd,1311-1341,YES,420,421,YES,YES,YES,first and last source signatures,PASS
ch10-b025,10,Project Structure,text-diagram,chapters/10-String-Processing-Algorithms.qmd,1349-1387,YES,5,430,YES,YES,YES,first and last source signatures,PASS
ch10-b026,10,Core Library Implementation,program-code,chapters/10-String-Processing-Algorithms.qmd,1391-1416,YES,421,433,YES,YES,YES,first and last source signatures,PASS
ch10-b027,10,Core Library Implementation,program-code,chapters/10-String-Processing-Algorithms.qmd,1418-1683,YES,423,427,YES,YES,YES,first and last source signatures,PASS
ch10-b028,10,Text Compression Application,program-code,chapters/10-String-Processing-Algorithms.qmd,1687-1851,YES,427,430,YES,YES,YES,first and last source signatures,PASS
ch10-b029,10,Command-Line Tool,program-code,chapters/10-String-Processing-Algorithms.qmd,1855-1998,YES,430,433,YES,YES,YES,first and last source signatures,PASS
ch11-b001,11,The Big Idea,data-example,chapters/11-Numerical-Algorithms.qmd,46-50,YES,437,437,YES,YES,YES,first and last source signatures,PASS
ch11-b002,11,The Naive DFT: $O(N^2)$,program-code,chapters/11-Numerical-Algorithms.qmd,79-96,YES,438,438,YES,YES,YES,first and last source signatures,PASS
ch11-b003,11,The Key Insight,algorithm,chapters/11-Numerical-Algorithms.qmd,110-122,YES,439,439,YES,YES,YES,first and last source signatures,PASS
ch11-b004,11,Implementation: Recursive FFT,program-code,chapters/11-Numerical-Algorithms.qmd,151-195,YES,51,440,YES,YES,YES,first and last source signatures,PASS
ch11-b005,11,Implementation: Recursive FFT,program-code,chapters/11-Numerical-Algorithms.qmd,199-227,YES,440,441,YES,YES,YES,first and last source signatures,PASS
ch11-b006,11,Iterative FFT (Cooley-Tukey),program-code,chapters/11-Numerical-Algorithms.qmd,233-286,YES,441,442,YES,YES,YES,first and last source signatures,PASS
ch11-b007,11,Iterative FFT (Cooley-Tukey),technical-other,chapters/11-Numerical-Algorithms.qmd,290-295,YES,442,442,YES,YES,YES,first and last source signatures,PASS
ch11-b008,11,Complete FFT Implementation,program-code,chapters/11-Numerical-Algorithms.qmd,301-542,YES,442,446,YES,YES,YES,first and last source signatures,PASS
ch11-b009,11,The Problem,program-code,chapters/11-Numerical-Algorithms.qmd,560-575,YES,447,579,YES,YES,YES,first and last source signatures,PASS
ch11-b010,11,Implementation,program-code,chapters/11-Numerical-Algorithms.qmd,610-705,YES,447,450,YES,YES,YES,first and last source signatures,PASS
ch11-b011,11,Application: Big Integer Multiplication,program-code,chapters/11-Numerical-Algorithms.qmd,711-764,YES,450,451,YES,YES,YES,first and last source signatures,PASS
ch11-b012,11,Matrix Multiplication: The Naive Way,program-code,chapters/11-Numerical-Algorithms.qmd,789-807,YES,452,456,YES,YES,YES,first and last source signatures,PASS
ch11-b013,11,Strassen's Algorithm: $O(n^2.807)$,program-code,chapters/11-Numerical-Algorithms.qmd,850-902,YES,453,453,YES,YES,YES,first and last source signatures,PASS
ch11-b014,11,Cache-Efficient Matrix Multiplication,program-code,chapters/11-Numerical-Algorithms.qmd,920-950,YES,454,454,YES,YES,YES,first and last source signatures,PASS
ch11-b015,11,Matrix Operations Library,program-code,chapters/11-Numerical-Algorithms.qmd,961-1184,YES,455,458,YES,YES,YES,first and last source signatures,PASS
ch11-b016,11,The Floating-Point Problem,program-code,chapters/11-Numerical-Algorithms.qmd,1192-1218,YES,459,459,YES,YES,YES,first and last source signatures,PASS
ch11-b017,11,Condition Numbers,inline-example,chapters/11-Numerical-Algorithms.qmd,1225-1230,YES,459,459,YES,YES,YES,first and last source signatures,PASS
ch11-b018,11,Condition Numbers,program-code,chapters/11-Numerical-Algorithms.qmd,1232-1278,YES,460,460,YES,YES,YES,first and last source signatures,PASS
ch11-b019,11,Numerically Stable Algorithms,program-code,chapters/11-Numerical-Algorithms.qmd,1284-1338,YES,461,461,YES,YES,YES,first and last source signatures,PASS
ch11-b020,11,Best Practices for Numerical Computing,program-code,chapters/11-Numerical-Algorithms.qmd,1342-1449,YES,462,463,YES,YES,YES,first and last source signatures,PASS
ch11-b021,11,Audio Processing,program-code,chapters/11-Numerical-Algorithms.qmd,1455-1694,YES,464,468,YES,YES,YES,first and last source signatures,PASS
ch11-b022,11,Image Processing with FFT,program-code,chapters/11-Numerical-Algorithms.qmd,1698-1839,YES,468,470,YES,YES,YES,first and last source signatures,PASS
ch11-b023,11,Project Structure,text-diagram,chapters/11-Numerical-Algorithms.qmd,1847-1873,YES,471,471,YES,YES,YES,first and last source signatures,PASS
ch11-b024,11,Core FFT Module,program-code,chapters/11-Numerical-Algorithms.qmd,1877-1910,YES,471,472,YES,YES,YES,first and last source signatures,PASS
ch11-b025,11,Signal Generator Module,program-code,chapters/11-Numerical-Algorithms.qmd,1914-2130,YES,472,476,YES,YES,YES,first and last source signatures,PASS
ch11-b026,11,Complete Audio Processor Application,program-code,chapters/11-Numerical-Algorithms.qmd,2134-2365,YES,476,480,YES,YES,YES,first and last source signatures,PASS
ch11-b027,11,Command-Line Interface,program-code,chapters/11-Numerical-Algorithms.qmd,2369-2425,YES,471,481,YES,YES,YES,first and last source signatures,PASS
ch12-b001,12,Building a Segment Tree,program-code,chapters/12-Advanced-Data-Structures.qmd,80-218,YES,486,489,YES,YES,YES,first and last source signatures,PASS
ch12-b002,12,Step-by-Step Example,program-code,chapters/12-Advanced-Data-Structures.qmd,224-265,YES,489,490,YES,YES,YES,first and last source signatures,PASS
ch12-b003,12,Lazy Propagation: Range Updates,program-code,chapters/12-Advanced-Data-Structures.qmd,277-428,YES,490,493,YES,YES,YES,first and last source signatures,PASS
ch12-b004,12,Applications and Variants,program-code,chapters/12-Advanced-Data-Structures.qmd,439-504,YES,493,494,YES,YES,YES,first and last source signatures,PASS
ch12-b005,12,The Brilliant Idea,technical-other,chapters/12-Advanced-Data-Structures.qmd,526-535,YES,494,494,YES,YES,YES,first and last source signatures,PASS
ch12-b006,12,Implementation,program-code,chapters/12-Advanced-Data-Structures.qmd,564-727,YES,495,498,YES,YES,YES,first and last source signatures,PASS
ch12-b007,12,The Magic of Bit Manipulation,program-code,chapters/12-Advanced-Data-Structures.qmd,733-784,YES,498,499,YES,YES,YES,first and last source signatures,PASS
ch12-b008,12,2D Fenwick Tree,program-code,chapters/12-Advanced-Data-Structures.qmd,790-898,YES,495,501,YES,YES,YES,first and last source signatures,PASS
ch12-b009,12,Fenwick Tree vs Segment Tree,program-code,chapters/12-Advanced-Data-Structures.qmd,902-983,YES,501,503,YES,YES,YES,first and last source signatures,PASS
ch12-b010,12,Persistent Array,program-code,chapters/12-Advanced-Data-Structures.qmd,999-1162,YES,503,506,YES,YES,YES,first and last source signatures,PASS
ch12-b011,12,Persistent Segment Tree,program-code,chapters/12-Advanced-Data-Structures.qmd,1166-1323,YES,506,509,YES,YES,YES,first and last source signatures,PASS
ch12-b012,12,Applications of Persistence,program-code,chapters/12-Advanced-Data-Structures.qmd,1327-1415,YES,509,510,YES,YES,YES,first and last source signatures,PASS
ch12-b013,12,Succinct Bit Vector,program-code,chapters/12-Advanced-Data-Structures.qmd,1432-1599,YES,511,514,YES,YES,YES,first and last source signatures,PASS
ch12-b014,12,Wavelet Tree,program-code,chapters/12-Advanced-Data-Structures.qmd,1610-1742,YES,514,516,YES,YES,YES,first and last source signatures,PASS
ch12-b015,12,Applications of Succinct Structures,program-code,chapters/12-Advanced-Data-Structures.qmd,1746-1853,YES,517,518,YES,YES,YES,first and last source signatures,PASS
ch12-b016,12,Cache-Oblivious Matrix Transpose,program-code,chapters/12-Advanced-Data-Structures.qmd,1867-2039,YES,51,522,YES,YES,YES,first and last source signatures,PASS
ch12-b017,12,Van Emde Boas Layout,program-code,chapters/12-Advanced-Data-Structures.qmd,2043-2113,YES,522,523,YES,YES,YES,first and last source signatures,PASS
ch12-b018,12,Project Structure,text-diagram,chapters/12-Advanced-Data-Structures.qmd,2121-2146,YES,3,609,YES,YES,YES,first and last source signatures,PASS
ch12-b019,12,Unified Interface,program-code,chapters/12-Advanced-Data-Structures.qmd,2150-2194,YES,3,531,YES,YES,YES,first and last source signatures,PASS
ch12-b020,12,Range Query Solver Application,program-code,chapters/12-Advanced-Data-Structures.qmd,2198-2327,YES,525,527,YES,YES,YES,first and last source signatures,PASS
ch12-b021,12,Comprehensive Benchmarking Suite,program-code,chapters/12-Advanced-Data-Structures.qmd,2331-2453,YES,528,530,YES,YES,YES,first and last source signatures,PASS
ch13-b001,13,Smoothed Analysis,program-code,chapters/13-Research-Industry-Applications.qmd,43-104,YES,31,535,YES,YES,YES,first and last source signatures,PASS
ch13-b002,13,Learned Index Structures,inline-example,chapters/13-Research-Industry-Applications.qmd,212-216,YES,538,538,YES,YES,YES,first and last source signatures,PASS
ch13-b003,13,Differential Privacy,technical-other,chapters/13-Research-Industry-Applications.qmd,284-291,YES,539,539,YES,YES,YES,first and last source signatures,PASS
ch13-b004,13,Positional Encoding,inline-example,chapters/13-Research-Industry-Applications.qmd,579-582,YES,546,546,YES,YES,YES,first and last source signatures,PASS
ch13-b005,13,The Full Transformer Architecture,technical-other,chapters/13-Research-Industry-Applications.qmd,589-596,YES,546,546,YES,YES,YES,first and last source signatures,PASS
ch13-b006,13,The Full Transformer Architecture,inline-example,chapters/13-Research-Industry-Applications.qmd,599-602,YES,546,546,YES,YES,YES,first and last source signatures,PASS
ch13-b007,13,The Full Transformer Architecture,inline-example,chapters/13-Research-Industry-Applications.qmd,605-608,YES,546,546,YES,YES,YES,first and last source signatures,PASS
ch13-b008,13,Q-Learning: The Classic Algorithm,algorithm,chapters/13-Research-Industry-Applications.qmd,672-679,YES,548,548,YES,YES,YES,first and last source signatures,PASS
ch13-b009,13,AlphaGo: Putting It All Together,inline-example,chapters/13-Research-Industry-Applications.qmd,762-765,YES,549,549,YES,YES,YES,first and last source signatures,PASS
ch13-b010,13,AlphaGo: Putting It All Together,inline-example,chapters/13-Research-Industry-Applications.qmd,768-771,YES,549,549,YES,YES,YES,first and last source signatures,PASS
ch13-b011,13,AlphaGo: Putting It All Together,technical-other,chapters/13-Research-Industry-Applications.qmd,774-779,YES,549,549,YES,YES,YES,first and last source signatures,PASS
ch13-b012,13,The MapReduce Paradigm,technical-other,chapters/13-Research-Industry-Applications.qmd,815-832,YES,550,550,YES,YES,YES,first and last source signatures,PASS
